,new team,stars,year
1647,Rogers State,6.0,2015
1648,Rollins,4.0,2015
1649,Rutgers,4.3,2015
1650,Ryerson University,2.3,2015
1651,SIUE,8.5,2015
1652,SMU,4.3,2015
1653,Sacred Heart,2.0,2015
1654,Saginaw Valley State,2.0,2015
1655,Saint Anselm,2.0,2015
1656,Saint Leo,2.0,2015
1657,Saint Martin's,2.0,2015
1658,Salt Lake Community College,4.5,2015
1659,Sam Houston State,2.0,2015
1660,Samford,6.5,2015
1661,San Diego State,7.0,2015
1662,San Francisco,2.3,2015
1663,San Francisco State,2.0,2015
1664,San Jacinto College,6.0,2015
1665,Santa Clara,2.3,2015
1666,Santa Fe College,4.0,2015
1667,Savannah State,2.0,2015
1668,Schoolcraft College,2.0,2015
1669,Seattle Pacific,6.0,2015
1670,Seton Hall,8.6,2015
1671,Seton Hill,2.0,2015
1672,Seward County Community College,4.7,2015
1673,Shaw,2.0,2015
1674,Shorter,4.0,2015
1675,Siena,4.0,2015
1676,Slippery Rock,4.0,2015
1677,South Alabama,3.0,2015
1678,South Dakota,7.0,2015
1679,South Florida,6.0,2015
1680,South Georgia State College,2.0,2015
1681,South Plains College,7.0,2015
1682,Southeastern Community College,2.0,2015
1683,Southeastern Louisiana,2.0,2015
1684,Southeastern Oklahoma State,2.0,2015
1685,Southeastern University,4.0,2015
1686,Southern,4.0,2015
1687,Southern Connecticut State,2.0,2015
1688,Southern Indiana,2.0,2015
1689,Southern Miss,2.0,2015
1690,Southern Utah,2.0,2015
1691,Southwest Baptist,4.0,2015
1692,Southwest Tennessee Community College,2.0,2015
1693,Southwestern Christian University,2.0,2015
1694,Southwestern Illinois College,4.0,2015
1695,Southwestern Oklahoma State,4.0,2015
1696,Spartanburg Methodist College,2.0,2015
1697,St. Bonaventure,4.7,2015
1698,St. Cloud State,6.0,2015
1699,St. John's,8.0,2015
1700,St. Mary's (TX),2.0,2015
1701,St. Peter's,6.5,2015
1702,St. Thomas University,4.7,2015
1703,State College of Florida,2.0,2015
1704,Stillman,2.0,2015
1705,Syracuse,4.0,2015
1706,Talladega College,2.0,2015
1707,Tallahassee Community College,2.0,2015
1708,Tampa,2.0,2015
1709,Tarleton State,4.3,2015
1710,Tennessee State,7.0,2015
1711,Texas A&M,2.3,2015
1712,Texas A&M International,4.0,2015
1713,Texas A&M–Commerce,6.0,2015
1714,Texas A&M–Kingsville,2.0,2015
1715,Texas Southern,6.0,2015
1716,Texas Wesleyan University,2.5,2015
1717,Texas–Permian Basin,13.0,2015
1718,Texas–Rio Grande Valley,12.7,2015
1719,The Citadel,4.0,2015
1720,Tiffin,4.0,2015
1721,Toledo,3.7,2015
1722,Towson,3.0,2015
1723,Trinity College,2.0,2015
1724,Trinity Valley Community College,12.4,2015
1725,Triton College,2.0,2015
1726,Tulane,3.0,2015
1727,Tulsa,3.0,2015
1728,Tyler Junior College,4.0,2015
1729,UAB,2.5,2015
1730,UC Riverside,2.7,2015
1731,UIS,4.0,2015
1732,UMBC,3.0,2015
1733,UNC Pembroke,2.0,2015
1734,UNCW,5.0,2015
1735,UNLV,6.0,2015
1736,USC,6.3,2015
1737,USC Aiken,6.7,2015
1738,UT Martin,6.0,2015
1739,Union,4.0,2015
1740,Union College,2.7,2015
1741,University of Antelope Valley,2.0,2015
1742,University of Regina,2.0,2015
1743,University of Toronto,2.0,2015
1744,University of Wisconsin–Whitewater,4.0,2015
1745,University of the Cumberlands,4.0,2015
1746,Urbana,2.0,2015
1747,Utah Valley,11.7,2015
1748,VCU,2.0,2015
1749,Valdosta State,2.0,2015
1750,Vermont,4.0,2015
1751,Villanova,2.7,2015
1752,Vincennes University,2.0,2015
1753,Virginia,4.7,2015
1754,Virginia State,4.0,2015
1755,Virginia–Wise,2.0,2015
1756,Wagner,4.3,2015
1757,Wake Forest,2.0,2015
1758,Waldorf College,2.0,2015
1759,Warner University,2.0,2015
1760,Washburn,2.0,2015
1761,Washington,2.7,2015
1762,Wayne State (MI),2.0,2015
1763,West Alabama,6.0,2015
1764,West Georgia,4.0,2015
1765,West Virginia,2.0,2015
1766,Western Kentucky,5.0,2015
1767,Western Nebraska Community College,2.0,2015
1768,Western Oregon,4.0,2015
1769,Western Washington,2.0,2015
1770,Wichita State,9.7,2015
1771,Wiley College,2.0,2015
1772,William Penn University,4.5,2015
1773,Williston State College,4.7,2015
1774,Wingate,2.0,2015
1775,Winston-Salem State,6.0,2015
1776,Winthrop,4.3,2015
1777,Wisconsin–Parkside,2.0,2015
1778,Wright State,2.0,2015
1779,Xavier,2.0,2015
1780,Xavier University of Louisiana,2.0,2015
1781,Young Harris,2.0,2015
1782,ASA College Miami,2.0,2016
1783,Alabama,8.3,2016
1784,Alabama State,3.0,2016
1785,Alaska,2.0,2016
1786,Alaska Anchorage,2.0,2016
1787,Albertus Magnus College,4.0,2016
1788,Alcorn State,2.0,2016
1789,Allegany College of Maryland,2.0,2016
1790,Allen University,2.0,2016
1791,American,3.0,2016
1792,Angelo State,8.0,2016
1793,Appalachian State,2.0,2016
1794,Arizona,4.0,2016
1795,Arizona Christian University,4.7,2016
1796,Arkansas Tech,10.0,2016
1797,Arkansas–Fort Smith,9.7,2016
1798,Arkansas–Pine Bluff,4.0,2016
1799,Armstrong State,2.0,2016
1800,Auburn,8.0,2016
1801,Ava Maria University,4.0,2016
1802,Azusa Pacific,2.0,2016
1803,Ball State,4.0,2016
1804,Baltimore City Community College,2.0,2016
1805,Bard College,2.0,2016
1806,Barry,4.0,2016
1807,Barton Community College,2.0,2016
1808,Bellarmine,2.0,2016
1809,Belmont Abbey,2.0,2016
1810,Benedict,2.0,2016
1811,Benedictine College,2.3,2016
1812,Bethune–Cookman,2.0,2016
1813,Big Bend Community College,2.0,2016
1814,Binghamton,2.0,2016
1815,Blinn College,2.0,2016
1816,Bloomsburg,2.0,2016
1817,Bossier Parish Community College,2.0,2016
1818,Boston College,6.0,2016
1819,Bowie State,6.0,2016
1820,Brigham Young,4.0,2016
1821,Brock University,2.0,2016
1822,Broward College,2.0,2016
1823,Butler,5.0,2016
1824,Cal Poly Pomona,2.0,2016
1825,Cal State Bakersfield,2.3,2016
1826,Cal State Dominguez Hills,6.0,2016
1827,Cal State East Bay,4.0,2016
1828,Cal State Fullerton,7.7,2016
1829,Cal State Los Angeles,5.7,2016
1830,Cal State Monterey Bay,4.0,2016
1831,Cal State Northridge,7.9,2016
1832,Cal State San Marcos,8.3,2016
1833,California,6.7,2016
1834,California (PA),6.0,2016
1835,California Baptist,6.0,2016
1836,California Lutheran University,2.0,2016
1837,Campbellsville University,5.0,2016
1838,Cape Fear Community College,8.3,2016
1839,Carleton University,3.0,2016
1840,Casper College,6.0,2016
1841,Catawba,2.0,2016
1842,Central Connecticut State,2.0,2016
1843,Central Missouri,2.0,2016
1844,Central Oklahoma,3.0,2016
1845,Central State,2.0,2016
1846,Chaminade,2.0,2016
1847,Charleston,8.0,2016
1848,Charlotte,2.7,2016
1849,Chattanooga,6.4,2016
1850,Chestnut Hill,2.0,2016
1851,Chicago State,5.0,2016
1852,Chico State,2.0,2016
1853,Chipola College,9.5,2016
1854,Cincinnati,4.0,2016
1855,Cincinnati State Community College,2.0,2016
1856,City College of San Francisco,3.0,2016
1857,Clark Atlanta,2.0,2016
1858,Clemson,6.0,2016
1859,Cleveland State,2.0,2016
1860,Cloud County Community College,2.0,2016
1861,Coffeyville Community College,2.0,2016
1862,College of Central Florida,2.0,2016
1863,College of Southern Idaho,5.3,2016
1864,Collin College,2.0,2016
1865,Colorado,3.7,2016
1866,Colorado Christian,2.0,2016
1867,Colorado Colorado Springs,2.0,2016
1868,Colorado Mesa,4.0,2016
1869,Colorado State,10.3,2016
1870,Concordia (OR),2.0,2016
1871,Concordia University,2.0,2016
1872,Connors State College,4.0,2016
1873,Coppin State,4.0,2016
1874,Creighton,4.0,2016
1875,Cumberland University,2.0,2016
1876,Davenport University,2.0,2016
1877,Daytona State College,2.0,2016
1878,DePaul,8.7,2016
1879,Delaware,2.0,2016
1880,Delta State,2.0,2016
1881,Detroit Mercy,4.3,2016
1882,Diablo Valley College,3.7,2016
1883,Dillard University,3.0,2016
1884,District of Columbia,2.0,2016
1885,Dixie State,6.3,2016
1886,Dodge City Community College,6.0,2016
1887,Dominican (CA),2.0,2016
1888,Drexel,7.0,2016
1889,Duquesne,5.0,2016
1890,ETSU,2.0,2016
1891,East Carolina,5.4,2016
1892,East Mississippi Community College,2.0,2016
1893,East Stroudsburg,2.0,2016
1894,Eastern Kentucky,4.7,2016
1895,Eastern Michigan,9.0,2016
1896,Edinboro,4.0,2016
1897,El Camino College Compton Center,4.5,2016
1898,Fairleigh Dickinson,2.0,2016
1899,Faulkner University,4.0,2016
1900,Fayetteville State,4.0,2016
1901,Felician,2.0,2016
1902,Ferris State,5.0,2016
1903,Florida,5.3,2016
1904,Florida Atlantic,4.0,2016
1905,Florida Gulf Coast,4.7,2016
1906,Florida International,2.0,2016
1907,Florida Memorial University,2.0,2016
1908,Florida National University,2.0,2016
1909,Florida SouthWestern State College,5.7,2016
1910,Florida Southern,3.0,2016
1911,Florida Tech,2.0,2016
1912,Fordham,3.0,2016
1913,Fort Hays State,4.0,2016
1914,Fort Valley State,2.0,2016
1915,Francis Marion,3.0,2016
1916,GCU,4.7,2016
1917,Gannon,2.0,2016
1918,Garden City Community College,4.0,2016
1919,George Washington,2.0,2016
1920,Georgetown,2.0,2016
1921,Georgia,2.0,2016
1922,Georgia College,2.0,2016
1923,Georgia Highlands College,8.0,2016
1924,Georgia Southern,2.0,2016
1925,Georgia Southwestern,2.0,2016
1926,Georgia State,5.7,2016
1927,Georgia Tech,4.7,2016
1928,Goldey–Beacom,2.0,2016
1929,Gonzaga,3.3,2016
1930,Grambling State,3.0,2016
1931,Gulf Coast State College,2.0,2016
1932,Hampden–Sydney College,2.0,2016
1933,Hampton,9.7,2016
1934,Harcum College,6.0,2016
1935,Harding,2.0,2016
1936,Harford Community College,2.0,2016
1937,Hawaii,3.0,2016
1938,Hawaii Pacific,2.0,2016
1939,Hawaii–Hilo,2.0,2016
1940,Henderson State,4.3,2016
1941,Hesston College,2.0,2016
1942,High Point,6.0,2016
1943,Hill College,2.0,2016
1944,Hillsborough Community College,2.0,2016
1945,Hillsdale,2.0,2016
1946,Hinds Community College,2.0,2016
1947,Hope International University,2.0,2016
1948,Houston Baptist,2.0,2016
1949,Howard College,9.0,2016
1950,Humboldt State,2.0,2016
1951,Hutchinson Community College,2.0,2016
1952,IUPUI,4.3,2016
1953,Idaho State,2.0,2016
1954,Illinois,2.0,2016
1955,Illinois State,4.7,2016
1956,Indian Hills Community College,18.5,2016
1957,Indian River State College,4.0,2016
1958,Indiana (PA),2.0,2016
1959,Indiana University Southeast,2.0,2016
1960,Indiana Wesleyan University,2.5,2016
1961,Indianapolis,8.0,2016
1962,Iona,8.3,2016
1963,Iowa State,7.0,2016
1964,Iowa Wesleyan University,4.0,2016
1965,Iowa Western Community College,8.5,2016
1966,Itawamba Community College,2.0,2016
1967,Jackson State,4.0,2016
1968,Jacksonville,2.0,2016
1969,James Madison,4.0,2016
1970,Jamestown Community College,2.0,2016
1971,Jefferson,5.7,2016
1972,John A. Logan College,5.0,2016
1973,Kansas,7.0,2016
1974,Kansas City,2.0,2016
1975,Kennesaw State,2.0,2016
1976,Kent State,4.0,2016
1977,Kentucky Wesleyan,8.5,2016
1978,LSU,2.0,2016
1979,La Salle,4.0,2016
1980,Lamar,2.0,2016
1981,Las Positas College,2.0,2016
1982,Laval University,2.0,2016
1983,Lawson State Community College,2.0,2016
1984,Le Moyne,2.0,2016
1985,Lee,2.5,2016
1986,Lee College,2.0,2016
1987,Lehigh,3.0,2016
1988,Lenoir–Rhyne,2.0,2016
1989,Lewis–Clark State College,2.0,2016
1990,Liberty,4.0,2016
1991,Life University,2.0,2016
1992,Lincoln (PA),2.3,2016
1993,Lincoln Memorial,3.3,2016
1994,Lindenwood,2.0,2016
1995,Lindenwood University–Belleville,6.0,2016
1996,Lipscomb,2.0,2016
1997,Longwood,2.0,2016
1998,Los Angeles Pierce College,2.0,2016
1999,Louisburg College,2.0,2016
2000,Louisiana,10.8,2016
2001,Louisiana State University at Alexandria,4.0,2016
2002,Louisiana State University in Shreveport,6.0,2016
2003,Louisville,4.0,2016
2004,Loyola Chicago,2.5,2016
2005,Loyola Marymount,8.7,2016
2006,Lynchburg College,2.0,2016
2007,Lynn,3.0,2016
2008,Maine,3.0,2016
2009,Malone,2.0,2016
2010,Mansfield,4.7,2016
2011,Marist,2.0,2016
2012,Marquette,4.0,2016
2013,Marshall,4.0,2016
2014,Martin Methodist College,2.0,2016
2015,Mary,2.0,2016
2016,Maryland,2.0,2016
2017,Maryville,7.0,2016
2018,McLennan Community College,4.0,2016
2019,Memphis,5.0,2016
2020,Menlo College,2.0,2016
2021,Mercer,2.0,2016
2022,Mercyhurst,4.0,2016
2023,Metro State,2.0,2016
2024,Michigan,4.0,2016
2025,Michigan State,3.0,2016
2026,Mid-America Christian University,2.0,2016
2027,Midland College,12.0,2016
2028,Midwestern State,8.5,2016
2029,Milwaukee,2.0,2016
2030,Mineral Area College,2.0,2016
2031,Minnesota,2.0,2016
2032,Minnesota State,6.0,2016
2033,Minnesota State—Moorhead,2.0,2016
2034,MiraCoste College,2.0,2016
2035,Mississippi College,2.0,2016
2036,Mississippi Valley State,2.0,2016
2037,Missouri,3.7,2016
2038,Missouri S&T,4.0,2016
2039,Missouri Southern,6.0,2016
2040,Moberly Area Community College,9.0,2016
2041,Montana,5.3,2016
2042,Montana State,4.0,2016
2043,Morningside College,2.0,2016
2044,Motlow State Community College,4.0,2016
2045,Mount Olive,2.0,2016
2046,Mount Vernon Nazarene University,2.0,2016
2047,Murray State,2.0,2016
2048,NC State,2.0,2016
2049,NYIT,2.0,2016
2050,Navarro College,3.5,2016
2051,Nebraska,3.7,2016
2052,Neosho County Community College,2.0,2016
2053,Nevada,14.7,2016
2054,New Haven,2.0,2016
2055,New Mexico Highlands,4.0,2016
2056,New Mexico Junior College,5.0,2016
2057,New Mexico Military Institute,2.0,2016
2058,New Mexico State,4.0,2016
2059,Newman,6.7,2016
2060,Niagara,2.0,2016
2061,Nicholls State,8.7,2016
2062,Norfolk State,4.0,2016
2063,North Alabama,2.0,2016
2064,North Carolina A&T,8.0,2016
2065,North Carolina Central,8.0,2016
2066,North Dakota,3.0,2016
2067,North Dakota State,2.0,2016
2068,North Florida,2.5,2016
2069,North Georgia,2.0,2016
2070,North Texas,8.3,2016
2071,Northeast Community College,2.0,2016
2072,Northeastern,6.0,2016
2073,Northeastern State,2.0,2016
2074,Northern Colorado,2.3,2016
2075,Northern Illinois,2.0,2016
2076,Northern Iowa,4.0,2016
2077,Northern State,4.0,2016
2078,Northwest Christian University,2.3,2016
2079,Northwest Florida State College,5.7,2016
2080,Northwest Kansas Technical College,3.0,2016
2081,Northwest Mississippi Community College,2.0,2016
2082,Northwest Nazarene,5.0,2016
2083,Oakland,6.0,2016
2084,Oakland Community College,3.0,2016
2085,Odessa College,8.0,2016
2086,Oglethorpe University,2.0,2016
2087,Ohio State,2.0,2016
2088,Oklahoma,4.0,2016
2089,Oklahoma City University,2.0,2016
2090,Oklahoma State,2.0,2016
2091,Ole Miss,5.3,2016
2092,Omaha,2.0,2016
2093,Oregon,4.0,2016
2094,Ouachita Baptist,2.7,2016
2095,Pace,2.0,2016
2096,Pacific,8.4,2016
2097,Palm Beach Atlantic,3.0,2016
2098,Palm Beach State College,2.0,2016
2099,Panola College,12.0,2016
2100,Pearl River Community College,8.5,2016
2101,Peninsula College,2.0,2016
2102,Penn State,2.7,2016
2103,Pepperdine,4.3,2016
2104,Peru State College,2.0,2016
2105,Pima Community College,2.0,2016
2106,Point Loma Nazarene,2.0,2016
2107,Portland,2.0,2016
2108,Prairie View A&M,4.7,2016
2109,Purdue,2.3,2016
2110,Quincy,2.0,2016
2111,Ranger College,2.0,2016
2112,Richmond,4.0,2016
2113,Rider,6.0,2016
2114,Rochester College,4.0,2016
2115,Rockhurst,2.0,2016
2116,Rocky Mountain College,4.0,2016
2117,Rogers State,6.0,2016
2118,Rutgers,2.0,2016
2119,SIUE,2.0,2016
2120,SMU,2.0,2016
2121,SUNY Sullivan,4.0,2016
2122,Sacred Heart,2.0,2016
2123,Saint Leo,4.0,2016
2124,Saint Louis,10.0,2016
2125,Saint Martin's,2.0,2016
2126,Salem,2.0,2016
2127,Salt Lake Community College,2.5,2016
2128,Sam Houston State,4.0,2016
2129,Samford,7.0,2016
2130,San Diego,4.3,2016
2131,San Diego State,5.7,2016
2132,San Francisco State,2.0,2016
2133,Seattle Pacific,2.0,2016
2134,Seton Hall,2.7,2016
2135,Shaw,3.0,2016
2136,Siena,2.0,2016
2137,South Alabama,2.0,2016
2138,South Carolina,2.0,2016
2139,South Carolina State,2.0,2016
2140,South Dakota State,4.7,2016
2141,South Florida,6.0,2016
2142,South Georgia State College,2.0,2016
2143,South Georgia Technical College,2.0,2016
2144,South Plains College,2.0,2016
2145,Southeast Missouri State,2.0,2016
2146,Southeastern Louisiana,2.0,2016
2147,Southeastern Oklahoma State,2.0,2016
2148,Southeastern University,6.0,2016
2149,Southern,6.0,2016
2150,Southern Illinois,2.7,2016
2151,Southern Indiana,2.0,2016
2152,Southern Miss,6.4,2016
2153,Southern New Hampshire,2.0,2016
2154,Southern Utah,2.0,2016
2155,Southern Virginia University,2.0,2016
2156,Southwest Baptist,4.0,2016
2157,Southwest Tennessee Community College,2.0,2016
2158,Southwestern Oklahoma State,4.7,2016
2159,Spartanburg Methodist College,2.0,2016
2160,Spring Hill,2.0,2016
2161,St. Bonaventure,5.0,2016
2162,St. Cloud State,2.0,2016
2163,St. Edward's,2.0,2016
2164,St. John's,7.7,2016
2165,St. Mary's (TX),2.0,2016
2166,St. Petersburg College,4.0,2016
2167,Stanislaus State,2.0,2016
2168,State Fair Community College,6.0,2016
2169,Stevenson University,2.0,2016
2170,Stonehill,2.0,2016
2171,Susquehanna University,2.0,2016
2172,Syracuse,6.0,2016
2173,TCU,4.0,2016
2174,Tallahassee Community College,2.0,2016
2175,Tampa,2.0,2016
2176,Tarleton State,2.0,2016
2177,Tennessee,2.0,2016
2178,Tennessee Tech,4.0,2016
2179,Texas,4.0,2016
2180,Texas A&M,2.0,2016
2181,Texas A&M–Commerce,6.0,2016
2182,Texas Southern,8.0,2016
2183,Texas Tech,12.7,2016
2184,Texas Wesleyan University,4.0,2016
2185,Texas–Permian Basin,2.0,2016
2186,The Master's College,2.0,2016
2187,Tiffin,2.0,2016
2188,Toledo,3.7,2016
2189,Troy,3.0,2016
2190,Tulane,6.7,2016
2191,Tulsa,2.0,2016
2192,Tyler Junior College,4.0,2016
2193,UC Davis,2.0,2016
2194,UC Irvine,2.0,2016
2195,UC Riverside,2.7,2016
2196,UC San Diego,2.0,2016
2197,UCF,13.2,2016
2198,UNC Asheville,2.0,2016
2199,UNCG,2.0,2016
2200,UNCW,4.5,2016
2201,UNLV,6.3,2016
2202,USC,8.0,2016
2203,USC Aiken,10.0,2016
2204,UTSA,2.0,2016
2205,Union,2.0,2016
2206,University of Antelope Valley,2.0,2016
2207,University of Mobile,2.0,2016
2208,University of Pikeville,2.0,2016
2209,University of Saint Francis,2.3,2016
2210,University of Saskatchewan,2.0,2016
2211,University of Wisconsin–Stevens Point,2.0,2016
2212,University of Wisconsin–Whitewater,2.0,2016
2213,Utah,5.0,2016
2214,Utah State University Eastern,2.0,2016
2215,Utah Valley,4.0,2016
2216,VCU,2.0,2016
2217,Valdosta State,4.0,2016
2218,Valparaiso,9.0,2016
2219,Vanderbilt,3.0,2016
2220,Vermont,2.3,2016
2221,Virginia Tech,2.0,2016
2222,Virginia Union,4.5,2016
2223,Wabash Valley College,2.0,2016
2224,Wake Forest,2.3,2016
2225,Wallace State Community College,4.0,2016
2226,Warner Pacific College,2.0,2016
2227,Warner University,2.0,2016
2228,Weber State,4.0,2016
2229,West Georgia,5.0,2016
2230,West Liberty,2.0,2016
2231,West Virginia University Institute of Technology,2.5,2016
2232,West Virginia Wesleyan,4.0,2016
2233,Western Colorado,2.0,2016
2234,Western Kentucky,14.0,2016
2235,Western Oregon,4.0,2016
2236,Western Texas College,2.0,2016
2237,Western Washington,2.0,2016
2238,Westminster,2.0,2016
2239,Wiley College,2.0,2016
2240,William & Mary,3.0,2016
2241,William Jewell,2.0,2016
2242,William Penn University,13.0,2016
2243,Williston State College,2.0,2016
2244,Winston-Salem State,4.0,2016
2245,Wisconsin–Parkside,4.0,2016
2246,Worcester Polytechnic Institute,2.0,2016
2247,Wright State,2.0,2016
2248,Wyoming,5.3,2016
2249,Xavier,2.0,2016
2250,Abilene Christian,2.0,2017
2251,Adelphi,4.0,2017
2252,Akron,12.1,2017
2253,Alabama,4.0,2017
2254,Alabama A&M,4.0,2017
2255,Alaska Anchorage,9.0,2017
2256,Albany,3.0,2017
2257,Alderson Broaddus,2.0,2017
2258,Allan Hancock College,2.0,2017
2259,Anderson,2.0,2017
2260,Angelina College,6.0,2017
2261,Angelo State,8.0,2017
2262,Appalachian State,7.0,2017
2263,Arizona,5.0,2017
2264,Arizona Christian University,2.0,2017
2265,Arizona State,14.4,2017
2266,Arkansas,2.7,2017
2267,Arkansas Tech,8.0,2017
2268,Arkansas–Fort Smith,4.0,2017
2269,Assumption,2.0,2017
2270,Auburn,3.0,2017
2271,Augustana,2.0,2017
2272,Austin Peay,4.0,2017
2273,Azusa Pacific,4.0,2017
2274,Babson College,6.0,2017
2275,Baker University,2.0,2017
2276,Ball State,6.7,2017
2277,Baltimore City Community College,2.0,2017
2278,Barry,4.0,2017
2279,Barton Community College,4.0,2017
2280,Baylor,4.0,2017
2281,Bellarmine,4.0,2017
2282,Benedict,2.0,2017
2283,Bethune–Cookman,5.0,2017
2284,Biola,2.0,2017
2285,Blinn College,12.0,2017
2286,Bloomsburg,4.0,2017
2287,Boise State,6.3,2017
2288,Bossier Parish Community College,2.0,2017
2289,Boston College,3.0,2017
2290,Brewton–Parker College,2.0,2017
2291,Bridgeport,2.0,2017
2292,Brigham Young,2.0,2017
2293,Bryant,2.0,2017
2294,Buffalo,4.0,2017
2295,Butler Community College,4.0,2017
2296,Cal Poly,2.0,2017
2297,Cal State Dominguez Hills,4.0,2017
2298,Cal State East Bay,2.0,2017
2299,Cal State Los Angeles,6.3,2017
2300,Cal State Monterey Bay,4.0,2017
2301,Cal State Northridge,3.3,2017
2302,Cal State San Bernardino,2.0,2017
2303,Cal State San Marcos,6.0,2017
2304,California,5.3,2017
2305,California (PA),2.7,2017
2306,California Baptist,10.7,2017
2307,Campbellsville University,4.0,2017
2308,Cape Fear Community College,6.4,2017
2309,Capser College,2.0,2017
2310,Carleton University,4.0,2017
2311,Casper College,2.0,2017
2312,Centenary College,2.0,2017
2313,Central Michigan,2.0,2017
2314,Central Missouri,8.5,2017
2315,Central Oklahoma,6.0,2017
2316,Central Washington,2.0,2017
2317,Chaminade,4.0,2017
2318,Charleston,6.0,2017
2319,Chattanooga,2.0,2017
2320,Chipola College,4.0,2017
2321,Citrus College,4.0,2017
2322,City College of San Francisco,2.0,2017
2323,Claflin,2.0,2017
2324,Clarendon College,2.3,2017
2325,Clark Atlanta,4.0,2017
2326,Clayton State,2.0,2017
2327,Clemson,4.0,2017
2328,Cleveland State,5.0,2017
2329,Cleveland State Community College,2.0,2017
2330,Coastal Alabama Community College,2.0,2017
2331,Coffeyville Community College,2.0,2017
2332,Colby Community College,2.0,2017
2333,College of Central Florida,6.0,2017
2334,College of Southern Idaho,2.0,2017
2335,Collin College,2.0,2017
2336,Colorado Colorado Springs,3.0,2017
2337,Colorado School of Mines,2.0,2017
2338,Colorado State,2.0,2017
2339,Colorado State–Pueblo,2.0,2017
2340,Columbia State Community College,2.0,2017
2341,Columbus State,2.0,2017
2342,Concordia St. Paul,2.0,2017
2343,Connecticut,7.0,2017
2344,Connors State College,4.0,2017
2345,Coppin State,4.0,2017
2346,Creighton,7.5,2017
2347,Cumberland University,2.0,2017
2348,Daemen,2.0,2017
2349,Davenport,4.0,2017
2350,Daytona State College,4.0,2017
2351,DePaul,6.0,2017
2352,Delaware,2.5,2017
2353,Delgado Community College,2.0,2017
2354,Detroit Mercy,3.3,2017
2355,Diablo Valley College,2.0,2017
2356,Dixie State,4.0,2017
2357,Doane University,2.0,2017
2358,Drexel,2.0,2017
2359,Duquesne,14.0,2017
2360,ETSU,4.0,2017
2361,East Carolina,4.0,2017
2362,East Los Angeles College,5.0,2017
2363,East Mississippi Community College,2.0,2017
2364,East Texas Baptist University,2.0,2017
2365,Eastern Florida State College,4.5,2017
2366,Eastern Oregon University,2.0,2017
2367,Eastern Washington,4.3,2017
2368,Eckerd,2.0,2017
2369,Edinboro,2.0,2017
2370,Edmonds Community College,2.0,2017
2371,Emporia State,6.5,2017
2372,Erskine,2.0,2017
2373,Fairleigh Dickinson,2.0,2017
2374,Fairmont State,2.0,2017
2375,Fayetteville State,2.0,2017
2376,Ferris State,3.0,2017
2377,Fisk University,2.0,2017
2378,Florida,2.3,2017
2379,Florida A&M,4.0,2017
2380,Florida Gulf Coast,9.0,2017
2381,Florida International,2.5,2017
2382,Florida National University,2.0,2017
2383,Florida Southern,2.0,2017
2384,Fordham,4.0,2017
2385,Fort Lewis,6.0,2017
2386,Fort Valley State,4.0,2017
2387,Freed–Hardeman University,2.0,2017
2388,Fresno City College,2.0,2017
2389,Fresno Pacific,2.0,2017
2390,Fresno State,13.7,2017
2391,Fullerton College,2.0,2017
2392,GCU,3.0,2017
2393,Garden City Community College,2.0,2017
2394,George Mason,3.3,2017
2395,George Washington,10.7,2017
2396,Georgetown,4.0,2017
2397,Georgetown College,4.0,2017
2398,Georgia Highlands College,4.0,2017
2399,Georgia Southern,2.0,2017
2400,Georgia Southwestern,4.0,2017
2401,Georgia State,7.3,2017
2402,Georgia Tech,4.0,2017
2403,Georgian Court,2.0,2017
2404,Goldey–Beacom,10.0,2017
2405,Gonzaga,2.0,2017
2406,Gordon State College,4.0,2017
2407,Goshen College,2.0,2017
2408,Grambling State,2.0,2017
2409,Grand Valley State,4.0,2017
2410,Green Bay,7.0,2017
2411,Gulf Coast State College,6.0,2017
2412,Hampton,2.3,2017
2413,Harcum College,2.0,2017
2414,Harris–Stowe State University,4.0,2017
2415,Hawaii Pacific,7.3,2017
2416,Henderson State,2.0,2017
2417,High Point,3.5,2017
2418,Hill College,2.0,2017
2419,Hofstra,4.0,2017
2420,Houston,9.0,2017
2421,Houston Baptist,2.0,2017
2422,Howard,3.0,2017
2423,Howard College,4.0,2017
2424,Hutchinson Community College,2.0,2017
2425,IUPUI,7.3,2017
2426,Idaho State,2.3,2017
2427,Illinois,4.0,2017
2428,Illinois State,5.0,2017
2429,Independence Community College,3.0,2017
2430,Indian Hills Community College,11.0,2017
2431,Indian River State College,6.0,2017
2432,Indiana (PA),2.0,2017
2433,Indiana Institute of Technology,2.0,2017
2434,Indiana State,2.0,2017
2435,Indiana University East,2.0,2017
2436,Indiana University Southeast,2.0,2017
2437,Indiana Wesleyan University,4.0,2017
2438,Indianapolis,2.0,2017
2439,Iona,8.0,2017
2440,Iowa Lakes Community College,2.0,2017
2441,Iowa State,11.0,2017
2442,Iowa Western Community College,2.0,2017
2443,Irvine Valley College,2.0,2017
2444,Jacksonville,5.0,2017
2445,Jacksonville College,2.0,2017
2446,Jacksonville State,7.7,2017
2447,James Madison,2.0,2017
2448,Jefferson,5.0,2017
2449,John A. Logan College,2.0,2017
2450,Kansas,16.3,2017
2451,Kansas City,4.0,2017
2452,Kansas City Kansas Community College,2.0,2017
2453,Kansas State,5.0,2017
2454,Kansas Wesleyan University,2.0,2017
2455,Keiser University,4.0,2017
2456,Kent State,9.0,2017
