,new team,stars,year
2457,Kentucky Wesleyan,6.0,2017
2458,LIU,7.3,2017
2459,LSU,6.0,2017
2460,La Salle,4.0,2017
2461,Lake Superior State,2.0,2017
2462,Lamar,11.0,2017
2463,Lamar Community College,2.0,2017
2464,Langston University,8.0,2017
2465,Las Positas College,2.0,2017
2466,Le Moyne,2.0,2017
2467,Lee,4.0,2017
2468,Lee College,2.0,2017
2469,Lees–McRae,2.0,2017
2470,Lewis–Clark State College,2.0,2017
2471,Liberty,2.0,2017
2472,Life University,7.0,2017
2473,Lincoln (MO),2.0,2017
2474,Lincoln (PA),2.0,2017
2475,Lincoln College,2.0,2017
2476,Lincoln Trail College,2.0,2017
2477,Lipscomb,2.7,2017
2478,Little Rock,7.0,2017
2479,Livingstone,2.0,2017
2480,Lone Star College–CyFair,2.0,2017
2481,Long Beach State,2.3,2017
2482,Longwood,7.0,2017
2483,Louisiana State University in Shreveport,9.2,2017
2484,Louisiana State University of Alexandria,2.0,2017
2485,Louisiana–Monroe,2.0,2017
2486,Louisville,4.0,2017
2487,Lower Columbia College,2.0,2017
2488,Loyola Chicago,4.0,2017
2489,Lubbock Christian,2.0,2017
2490,Lynn,4.0,2017
2491,Marian University,2.0,2017
2492,Marquette,7.0,2017
2493,Mars Hill,2.0,2017
2494,Maryland,2.0,2017
2495,Maryland Eastern Shore,2.0,2017
2496,Maryville,6.0,2017
2497,Massachusetts,13.7,2017
2498,McGill University,2.0,2017
2499,Mercy,2.0,2017
2500,Mercyhurst,2.0,2017
2501,Miami,2.0,2017
2502,Miami Dade College,2.0,2017
2503,Michigan,3.0,2017
2504,Michigan State,2.0,2017
2505,Mid-America Christian University,2.0,2017
2506,MidAmerica Nazarene University,4.0,2017
2507,Middle Tennessee,6.3,2017
2508,Midland College,4.7,2017
2509,Midwestern State,8.3,2017
2510,Milwaukee,2.0,2017
2511,Mineral Area College,7.0,2017
2512,Minnesota,3.0,2017
2513,Minnesota State,4.5,2017
2514,Minnesota State—Moorhead,4.0,2017
2515,Mississippi College,2.0,2017
2516,Missouri,4.3,2017
2517,Missouri State,4.0,2017
2518,Missouri State University–West Plains,2.0,2017
2519,Moberly Area Community College,8.7,2017
2520,Monmouth,2.0,2017
2521,Montevallo,2.0,2017
2522,NC State,11.3,2017
2523,Napa Valley College,2.0,2017
2524,Navarro College,2.7,2017
2525,Nebraska,6.7,2017
2526,Nevada,14.5,2017
2527,New Hampshire,2.0,2017
2528,New Mexico,10.7,2017
2529,New Mexico Highlands,4.0,2017
2530,New Mexico Military Institute,4.0,2017
2531,New Mexico State,6.0,2017
2532,New Orleans,2.0,2017
2533,New York University,2.0,2017
2534,Nicholls State,10.0,2017
2535,North Alabama,4.0,2017
2536,North Carolina,4.5,2017
2537,North Carolina A&T,4.0,2017
2538,North Carolina Central,2.0,2017
2539,North Dakota,4.0,2017
2540,North Idaho College,2.0,2017
2541,North Texas,2.0,2017
2542,Northeast Community College,2.0,2017
2543,Northeastern,2.0,2017
2544,Northeastern Junior College,2.0,2017
2545,Northeastern State,4.0,2017
2546,Northern Arizona,4.7,2017
2547,Northern Kentucky,2.0,2017
2548,Northwest Florida State College,9.0,2017
2549,Northwest Kansas Technical College,2.0,2017
2550,Northwest Mississippi Community College,2.0,2017
2551,Northwest Nazarene,4.0,2017
2552,Northwestern,3.3,2017
2553,Northwood,2.0,2017
2554,Notre Dame,4.3,2017
2555,Nova Southeastern,2.0,2017
2556,Oakland,2.0,2017
2557,Odessa College,7.0,2017
2558,Ohio,2.0,2017
2559,Ohio State,4.0,2017
2560,Oklahoma Christian,2.0,2017
2561,Oklahoma City University,2.0,2017
2562,Oklahoma State,9.3,2017
2563,Old Dominion,8.6,2017
2564,Ole Miss,3.7,2017
2565,Olivet College,4.0,2017
2566,Olympic College,4.0,2017
2567,Omaha,2.0,2017
2568,Oral Roberts,2.0,2017
2569,Oregon,6.0,2017
2570,Oregon State,3.0,2017
2571,Our Lady of the Lake University,2.0,2017
2572,Pace,4.0,2017
2573,Pacific,4.0,2017
2574,Palm Beach State College,8.0,2017
2575,Panola College,8.0,2017
2576,Paris Junior College,5.0,2017
2577,Park University,2.0,2017
2578,Pearl River Community College,2.0,2017
2579,Pepperdine,2.7,2017
2580,Peru State College,2.7,2017
2581,Pittsburg State,9.0,2017
2582,Pittsburgh,7.0,2017
2583,Portland,2.0,2017
2584,Portland State,2.0,2017
2585,Prairie View A&M,8.0,2017
2586,Purdue Fort Wayne,4.7,2017
2587,Quinnipiac,8.3,2017
2588,Radford,2.0,2017
2589,Ranger College,4.0,2017
2590,Rice,7.7,2017
2591,Richard Bland College,2.0,2017
2592,Richmond,2.0,2017
2593,Rider,5.0,2017
2594,Robert Morris,7.0,2017
2595,Robert Morris University Illinois,2.0,2017
2596,Rochester College,2.0,2017
2597,Roger Williams University,2.0,2017
2598,Rogers State,4.0,2017
2599,Rowan University,2.0,2017
2600,Rutgers,2.0,2017
2601,SMU,7.7,2017
2602,Sacred Heart,2.0,2017
2603,Saddleback College,2.0,2017
2604,Saginaw Valley State,4.0,2017
2605,Saint Anselm,2.0,2017
2606,Saint Leo,4.0,2017
2607,Saint Louis,8.3,2017
2608,Saint Martin's,4.0,2017
2609,Saint Mary's,6.3,2017
2610,Saint Rose,2.0,2017
2611,Salem,7.0,2017
2612,Salisbury University,2.0,2017
2613,Salt Lake Community College,4.0,2017
2614,Samford,5.5,2017
2615,San Bernardino Valley College,2.7,2017
2616,San Diego State,5.0,2017
2617,San Francisco State,2.3,2017
2618,San Jacinto College,4.0,2017
2619,Santa Clara,4.0,2017
2620,Savannah State,2.0,2017
2621,Seattle,17.0,2017
2622,Seattle Pacific,2.0,2017
2623,Seminole State College,2.0,2017
2624,Seton Hall,6.0,2017
2625,Shaw,2.0,2017
2626,Shippensburg,2.0,2017
2627,Shorter,4.0,2017
2628,Sinclair Community College,2.0,2017
2629,Slippery Rock,2.0,2017
2630,South Alabama,4.0,2017
2631,South Carolina,4.7,2017
2632,South Dakota,3.0,2017
2633,South Dakota School of Mines,2.0,2017
2634,South Florida,12.7,2017
2635,South Plains College,8.5,2017
2636,Southeast Missouri State,2.0,2017
2637,Southeastern Louisiana,6.0,2017
2638,Southeastern Oklahoma State,6.0,2017
2639,Southeastern University,2.0,2017
2640,Southern,3.0,2017
2641,Southern Arkansas University Tech,2.0,2017
2642,Southern Nazarene,2.0,2017
2643,Southern Utah,12.7,2017
2644,Southwest Mississippi Community College,2.0,2017
2645,Southwest Tennessee Community College,4.0,2017
2646,Southwestern Community College,2.0,2017
2647,St. Bonaventure,4.0,2017
2648,St. John's,5.7,2017
2649,St. Mary's College of Maryland,2.0,2017
2650,St. Thomas Aquinas,4.0,2017
2651,State Fair Community College,2.3,2017
2652,Syracuse,5.5,2017
2653,TCU,2.0,2017
2654,Talladega College,4.0,2017
2655,Tallahassee Community College,14.0,2017
2656,Tampa,2.0,2017
2657,Tarleton State,8.0,2017
2658,Tennessee,2.0,2017
2659,Tennessee State,5.3,2017
2660,Tennessee Tech,6.0,2017
2661,Texas,2.0,2017
2662,Texas A&M,6.0,2017
2663,Texas A&M–Commerce,9.0,2017
2664,Texas A&M–Kingsville,2.0,2017
2665,Texas Lutheran University,2.0,2017
2666,Texas Southern,9.3,2017
2667,Texas State,2.0,2017
2668,Texas Wesleyan University,6.0,2017
2669,Texas–Permian Basin,4.3,2017
2670,Texas–Rio Grande Valley,2.0,2017
2671,The Master's University,2.0,2017
2672,Thomas University,2.0,2017
2673,Three Rivers College,2.0,2017
2674,Toledo,5.0,2017
2675,Towson,2.0,2017
2676,Transylvania University,2.0,2017
2677,Trevecca Nazarene,2.0,2017
2678,Trinity Valley Community College,8.2,2017
2679,Tufts University,2.0,2017
2680,Tulsa,2.7,2017
2681,Tusculum,2.0,2017
2682,Tyler Junior College,9.3,2017
2683,UC Davis,4.0,2017
2684,UC San Diego,2.0,2017
2685,UC Santa Barbara,8.0,2017
2686,UCF,2.5,2017
2687,UMBC,3.0,2017
2688,UMass Lowell,2.0,2017
2689,UNC Asheville,2.0,2017
2690,UNCG,2.7,2017
2691,UNCW,2.0,2017
2692,UNLV,5.3,2017
2693,UT Arlington,6.5,2017
2694,UT Martin,8.0,2017
2695,UTEP,4.3,2017
2696,UTSA,5.3,2017
2697,Union College,4.7,2017
2698,University of Mary Washington,2.0,2017
2699,University of Mobile,2.0,2017
2700,University of Pikeville,6.0,2017
2701,University of Wisconsin–Whitewater,2.0,2017
2702,University of the Cumberlands,4.0,2017
2703,University of the Virgin Islands,2.0,2017
2704,Urbana,2.0,2017
2705,Utah,2.5,2017
2706,Utah State University Eastern,2.0,2017
2707,Utah Valley,5.0,2017
2708,VCU,4.0,2017
2709,Valdosta State,2.0,2017
2710,Valparaiso,3.0,2017
2711,Vanderbilt,5.3,2017
2712,Vanguard University of Southern California,4.0,2017
2713,Vincennes University,3.0,2017
2714,Virginia,2.3,2017
2715,Virginia State,2.0,2017
2716,Virginia Union,4.7,2017
2717,Wabash Valley College,2.0,2017
2718,Wagner,4.5,2017
2719,Wake Forest,2.0,2017
2720,Walsh,4.0,2017
2721,Walters State Community College,6.0,2017
2722,Washington State,2.0,2017
2723,Wayne State (MI),4.0,2017
2724,Webber International University,3.0,2017
2725,West Chester,2.0,2017
2726,West Georgia,6.0,2017
2727,West Los Angeles College,2.0,2017
2728,West Virginia Wesleyan,4.0,2017
2729,Westchester Community College,2.0,2017
2730,Western Kentucky,10.0,2017
2731,Western Oregon,2.0,2017
2732,Western Texas College,10.0,2017
2733,Whitworth University,2.0,2017
2734,Wiley College,2.0,2017
2735,William & Mary,2.0,2017
2736,William Carey University,2.0,2017
2737,William Jessup University,4.0,2017
2738,William Penn University,10.0,2017
2739,Williston State College,2.0,2017
2740,Wingate,2.0,2017
2741,Wisconsin,2.0,2017
2742,Wofford,2.0,2017
2743,Wright State,5.0,2017
2744,Wyoming,3.3,2017
2745,Xavier,2.0,2017
2746,York College,2.0,2017
2747,Youngstown State,4.0,2017
2748,Adams State,6.0,2018
2749,Akron,5.5,2018
2750,Alabama A&M,2.0,2018
2751,Alaska Anchorage,2.0,2018
2752,Albany,4.7,2018
2753,Albany State,2.0,2018
2754,American,3.0,2018
2755,American International,2.0,2018
2756,Angelina College,4.0,2018
2757,Angelo State,8.0,2018
2758,Appalachian State,2.0,2018
2759,Aquinas College,2.0,2018
2760,Arizona,8.7,2018
2761,Arizona State,4.7,2018
2762,Arkansas,2.0,2018
2763,Arkansas Tech,4.0,2018
2764,Ashland,5.5,2018
2765,Auburn,3.3,2018
2766,Auburn–Montgomery,4.0,2018
2767,Augustana,2.0,2018
2768,Austin Peay,4.7,2018
2769,Azusa Pacific,4.0,2018
2770,Ball State,4.0,2018
2771,Barry,6.0,2018
2772,Barton Community College,2.0,2018
2773,Baylor,9.0,2018
2774,Bellarmine,4.0,2018
2775,Bethesda University of California,2.0,2018
2776,Bethune–Cookman,2.0,2018
2777,Binghamton,2.0,2018
2778,Biola,2.0,2018
2779,Blinn College,2.0,2018
2780,Bossier Parish Community College,4.0,2018
2781,Boston College,2.0,2018
2782,Boston University,2.0,2018
2783,Bowie State,2.0,2018
2784,Bowling Green,2.0,2018
2785,Brigham Young,3.7,2018
2786,Broward College,5.7,2018
2787,Bryant,4.0,2018
2788,Bryant & Stratton College,2.0,2018
2789,Buffalo,6.0,2018
2790,Butler,6.5,2018
2791,Cabrillo College,2.0,2018
2792,Cal Poly,5.0,2018
2793,Cal Poly Pomona,4.0,2018
2794,Cal State Bakersfield,3.0,2018
2795,Cal State Dominguez Hills,4.0,2018
2796,Cal State East Bay,4.3,2018
2797,Cal State Los Angeles,4.0,2018
2798,Cal State Monterey Bay,4.0,2018
2799,Cal State San Bernardino,8.0,2018
2800,Cal State San Marcos,2.0,2018
2801,Caldwell Community College and Technical Institute,2.0,2018
2802,California (PA),2.0,2018
2803,California Baptist,7.0,2018
2804,Campbellsville University,2.0,2018
2805,Cape Fear Community College,2.0,2018
2806,Carleton University,2.0,2018
2807,Casper College,2.0,2018
2808,Catawba,2.0,2018
2809,Cedarville,2.0,2018
2810,Central Arizona College,3.0,2018
2811,Central Michigan,5.0,2018
2812,Central Missouri,4.0,2018
2813,Central Oklahoma,2.0,2018
2814,Chabot College,2.0,2018
2815,Chadron State,6.0,2018
2816,Chapman University,2.0,2018
2817,Charleston,4.0,2018
2818,Charlotte,2.0,2018
2819,Chattanooga,8.5,2018
2820,Chattanooga State Community College,2.0,2018
2821,Chipola College,5.0,2018
2822,Christendom College,2.0,2018
2823,City College of San Francisco,9.0,2018
2824,Claflin,5.0,2018
2825,Clemson,4.0,2018
2826,Cleveland State,2.0,2018
2827,Coe College,2.0,2018
2828,Coker,5.0,2018
2829,Colgate,5.7,2018
2830,College of Central Florida,2.0,2018
2831,College of Charleston,3.0,2018
2832,College of the Desert,2.0,2018
2833,Collin College,2.0,2018
2834,Colorado,2.0,2018
2835,Colorado Christian,2.0,2018
2836,Colorado Mesa,2.0,2018
2837,Colorado School of Mines,2.0,2018
2838,Colorado State,3.7,2018
2839,Columbia,2.0,2018
2840,Columbus State,2.0,2018
2841,Connecticut,6.0,2018
2842,Connors State College,3.5,2018
2843,Creighton,4.0,2018
2844,Cumberland University,4.0,2018
2845,Dartmouth,2.0,2018
2846,Davenport,4.0,2018
2847,Dayton,8.0,2018
2848,Daytona State College,5.0,2018
2849,DePaul,8.2,2018
2850,Delaware,6.3,2018
2851,Delaware State,4.5,2018
2852,Denver,7.0,2018
2853,Des Moines Area Community College,2.0,2018
2854,Detroit Mercy,6.0,2018
2855,District of Columbia,2.0,2018
2856,Dixie State,8.0,2018
2857,Doane University,2.0,2018
2858,Dodge City Community College,2.0,2018
2859,Dominican (CA),8.3,2018
2860,Dordt College,2.0,2018
2861,Drake,6.7,2018
2862,Drexel,2.0,2018
2863,ETSU,2.0,2018
2864,East Los Angeles College,6.7,2018
2865,Eastern Kentucky,6.0,2018
2866,Eastern Michigan,2.0,2018
2867,Eastern New Mexico,2.0,2018
2868,Eastern Washington,2.0,2018
2869,Edward Waters College,2.0,2018
2870,Elizabeth City State,2.0,2018
2871,Embry–Riddle,4.0,2018
2872,Enderun Colleges,2.0,2018
2873,Evansville,6.0,2018
2874,Fairmont State,2.0,2018
2875,Fayetteville State,5.0,2018
2876,Ferris State,2.0,2018
2877,Findlay,2.0,2018
2878,Florida Atlantic,6.0,2018
2879,Florida Gulf Coast,8.0,2018
2880,Florida International,2.0,2018
2881,Florida SouthWestern State College,4.0,2018
2882,Florida State,4.0,2018
2883,Florida Tech,2.0,2018
2884,Fort Hays State,2.0,2018
2885,Fort Lewis,2.0,2018
2886,Francis Marion,2.0,2018
2887,Fresno Pacific,2.0,2018
2888,Fresno State,2.7,2018
2889,Friends University,2.0,2018
2890,GCU,12.7,2018
2891,Genesee Community College,2.0,2018
2892,George Washington,4.0,2018
2893,Georgetown,2.0,2018
2894,Georgetown College,9.3,2018
2895,Georgia Highlands College,8.0,2018
2896,Georgia Southwestern,4.0,2018
2897,Georgia State,5.7,2018
2898,Georgia Tech,4.0,2018
2899,Glenville State,2.0,2018
2900,Goldey–Beacom,2.0,2018
2901,Gonzaga,2.0,2018
2902,Gordon State College,2.0,2018
2903,Grambling State,2.0,2018
2904,Grand Valley State,6.0,2018
2905,Grand View University,5.0,2018
2906,Grayson College,8.0,2018
2907,Harding,2.0,2018
2908,Hartford,2.0,2018
2909,Hastings College,2.0,2018
2910,Hawaii Pacific,2.0,2018
2911,Hawaii–Hilo,2.0,2018
2912,Henderson State,4.0,2018
2913,Highland Community College,2.0,2018
2914,Hillsborough Community College,2.0,2018
2915,Hofstra,7.0,2018
2916,Holy Family,2.0,2018
2917,Hope International University,2.0,2018
2918,Houston,5.0,2018
2919,Houston Baptist,2.0,2018
2920,Howard College,2.0,2018
2921,Hutchinson Community College,2.0,2018
2922,IUPUI,6.3,2018
2923,Idaho,3.0,2018
2924,Illinois,2.7,2018
2925,Illinois State,10.0,2018
2926,Indian Hills Community College,8.0,2018
2927,Indian River State College,4.0,2018
2928,Indiana,2.7,2018
2929,Indiana (PA),2.0,2018
2930,Indiana State,8.6,2018
2931,Indianapolis,4.0,2018
2932,Iona,8.7,2018
2933,Iowa State,2.7,2018
2934,Iowa Western Community College,5.0,2018
2935,Jackson State,4.0,2018
2936,Jacksonville College,4.0,2018
2937,Johnson C. Smith,2.0,2018
2938,Jones County Junior College,8.0,2018
2939,Kalamazoo College,2.0,2018
2940,Kansas Wesleyan College,2.0,2018
2941,Kennesaw State,5.0,2018
2942,Kent State,2.0,2018
2943,Kentucky,4.3,2018
2944,Kentucky State,2.0,2018
2945,Kentucky Wesleyan,4.0,2018
2946,Kilgore College,4.0,2018
2947,LIU,4.0,2018
2948,LIU Post,2.0,2018
2949,La Salle,9.0,2018
2950,Lackawanna College,2.0,2018
2951,Lake Land College,2.0,2018
2952,Lake Region State College,2.0,2018
2953,Lakehead University,4.0,2018
2954,Lamar State College–Port Arthur,2.0,2018
2955,Lane Community College,4.0,2018
2956,Lawson State Community College,2.0,2018
2957,Le Moyne,2.0,2018
2958,LeMoyne–Owen,2.0,2018
2959,Lee College,3.0,2018
2960,Lees–McRae,2.0,2018
2961,Lenoir–Rhyne,2.5,2018
2962,Life University,8.0,2018
2963,Lincoln College,2.0,2018
2964,Lindsey Wilson College,4.0,2018
2965,Linfield College,2.0,2018
2966,Little Rock,2.0,2018
2967,Long Beach State,3.3,2018
2968,Louisiana,3.0,2018
2969,Louisiana State University Eunice,2.0,2018
2970,Louisiana State University Shreveport,9.7,2018
2971,Louisiana State University of Alexandria,4.0,2018
2972,Louisiana Tech,2.0,2018
2973,Louisiana–Monroe,2.0,2018
2974,Louisville,8.2,2018
2975,Loyola Chicago,2.0,2018
2976,Loyola Marymount,2.0,2018
2977,Loyola University New Orleans,2.0,2018
2978,Lubbock Christian,2.0,2018
2979,Madonna University,2.0,2018
2980,Maine,2.0,2018
2981,Manhattan,5.0,2018
2982,Mansfield,2.0,2018
2983,Marian University,7.3,2018
2984,Marist,5.0,2018
2985,Marquette,5.7,2018
2986,Mars Hill,4.0,2018
2987,Marshall,4.7,2018
2988,Martin Methodist College,2.0,2018
2989,Maryland,4.0,2018
2990,Maryland Eastern Shore,2.0,2018
2991,Maryville,4.0,2018
2992,Massachusetts,3.5,2018
2993,McLennan Community College,4.0,2018
2994,McNeese State,9.0,2018
2995,Memphis,3.7,2018
2996,Mercer,3.5,2018
2997,Mercy,2.0,2018
2998,Mercyhurst,2.0,2018
2999,Miami,9.7,2018
3000,Miami (OH),2.0,2018
3001,Miami Dade College,2.0,2018
3002,Michigan,3.5,2018
3003,Mid-America Christian University,2.0,2018
3004,Middle Tennessee,6.0,2018
3005,Midwestern State,8.0,2018
3006,Miles,2.0,2018
3007,Milwaukee,8.5,2018
3008,Milwaukee Area Technical College,2.0,2018
3009,Mineral Area College,4.0,2018
3010,Minnesota,9.0,2018
3011,Minnesota State,4.5,2018
3012,Minnesota State—Moorhead,2.0,2018
3013,Minnesota–Crookston,2.0,2018
3014,Mississippi Gulf Coast Community College,2.0,2018
3015,Mississippi State,2.0,2018
3016,Mississippi Valley State,2.0,2018
3017,Missouri,7.0,2018
3018,Missouri Baptist University,2.0,2018
3019,Missouri Southern,2.0,2018
3020,Missouri State,14.3,2018
3021,Monmouth,2.0,2018
3022,Monroe College,2.0,2018
3023,Montana,4.0,2018
3024,Montana State,2.0,2018
3025,Montana State Billings,2.0,2018
3026,Montclair State University,2.0,2018
3027,Montevallo,2.0,2018
3028,Morehead State,2.0,2018
3029,Mount St. Mary's,4.0,2018
3030,NC State,12.3,2018
3031,Navarro College,2.0,2018
3032,Nebraska,2.0,2018
3033,Neumann University,2.0,2018
3034,Nevada,9.2,2018
3035,New Mexico,4.0,2018
3036,New Mexico Highlands,4.0,2018
3037,New Mexico Junior College,16.0,2018
3038,New Mexico Military Institute,2.0,2018
3039,New Mexico State,2.0,2018
3040,Newman,2.0,2018
3041,Niagara,3.0,2018
3042,Nicholls State,13.0,2018
3043,Norfolk State,6.0,2018
3044,North Carolina,2.0,2018
3045,North Carolina A&T,9.0,2018
3046,North Carolina Central,11.7,2018
3047,North Dakota State,2.0,2018
3048,North Georgia,6.0,2018
3049,Northeastern,5.0,2018
3050,Northeastern State,2.0,2018
3051,Northern Arizona,2.7,2018
3052,Northern Iowa,2.0,2018
3053,Northern Kentucky,4.0,2018
3054,Northwest Florida State College,8.0,2018
3055,Northwestern,2.0,2018
3056,Nova Southeastern,4.0,2018
3057,Nyack,4.0,2018
3058,Oakland,2.0,2018
3059,Odessa College,6.0,2018
3060,Ohio State,5.7,2018
3061,Oklahoma,7.7,2018
3062,Oklahoma Baptist,8.0,2018
3063,Oklahoma Christian,4.0,2018
3064,Oklahoma City University,4.0,2018
3065,Oklahoma State,6.0,2018
3066,Old Dominion,7.3,2018
3067,Omaha,4.0,2018
3068,Oral Roberts,4.0,2018
3069,Oregon,2.0,2018
3070,Oregon State,3.3,2018
3071,Otero Junior College,2.0,2018
3072,Our Lady of the Lake University,4.0,2018
3073,Pacific,2.7,2018
3074,Palm Beach Atlantic,4.0,2018
3075,Panola College,7.0,2018
3076,Paris Junior College,4.0,2018
3077,Pearl River Community College,4.0,2018
3078,Penn State,3.0,2018
3079,Pensacola State College,2.0,2018
3080,Pepperdine,7.4,2018
3081,Pima Community College,2.0,2018
3082,Pittsburg State,2.0,2018
3083,Pittsburgh,3.0,2018
3084,Point Loma Nazarene,2.0,2018
3085,Point Park University,2.0,2018
3086,Point University,2.0,2018
3087,Portland,2.0,2018
3088,Post,4.0,2018
3089,Prairie View A&M,2.0,2018
3090,Prince George's Community College,2.0,2018
3091,Purdue,3.0,2018
3092,Purdue Fort Wayne,3.0,2018
3093,Queens (NC),2.0,2018
3094,Radford,5.0,2018
3095,Regis,2.0,2018
3096,Rice,2.7,2018
3097,Richard Bland College,2.0,2018
3098,Richard J. Daley College,2.0,2018
3099,Richmond,4.0,2018
3100,Riverside City College,2.0,2018
3101,Rochester College,2.0,2018
3102,Rutgers,5.7,2018
3103,SMU,4.0,2018
3104,Sacramento State,2.0,2018
3105,Saint Anselm,2.0,2018
3106,Saint Joseph's,5.0,2018
3107,Saint Leo,4.0,2018
3108,Saint Louis,7.0,2018
3109,Saint Mary's,2.0,2018
3110,Saint Mary's University,4.0,2018
3111,Salem,6.0,2018
3112,Salt Lake Community College,3.0,2018
3113,Samford,2.5,2018
3114,San Diego,2.0,2018
3115,San Diego State,2.0,2018
3116,San Francisco,2.0,2018
3117,San Francisco State,2.0,2018
3118,San José State,3.3,2018
3119,Santa Clara,8.0,2018
3120,Santa Fe College,2.0,2018
3121,Savannah State,2.0,2018
3122,Seton Hall,4.7,2018
3123,Seward County Community College,4.0,2018
3124,Shaw,5.3,2018
3125,Shawnee State University,2.0,2018
3126,Shelton State Community College,3.0,2018
3127,Sheridan College,4.0,2018
3128,Siena,6.0,2018
3129,Simon Fraser,2.0,2018
3130,Slippery Rock,6.0,2018
3131,South Alabama,8.0,2018
3132,South Carolina,11.0,2018
3133,South Dakota,4.0,2018
3134,South Dakota State,2.0,2018
3135,South Florida,3.5,2018
3136,South Georgia State College,2.0,2018
3137,South Plains College,11.5,2018
3138,South Suburban College,2.0,2018
3139,Southeast Missouri State,2.0,2018
3140,Southeastern Community College,5.0,2018
3141,Southeastern Louisiana,2.0,2018
3142,Southeastern Oklahoma State,2.0,2018
3143,Southeastern University,2.0,2018
3144,Southern,5.0,2018
3145,Southern Connecticut State,4.0,2018
3146,Southern Indiana,4.0,2018
3147,Southern Utah,5.3,2018
3148,Southern Vermont College,2.0,2018
3149,Southwest Mississippi Community College,2.0,2018
3150,Southwestern Assemblies of God University,2.0,2018
3151,Southwestern Illinois College,3.0,2018
3152,Southwestern Oklahoma State,4.5,2018
3153,St. Bonaventure,2.0,2018
3154,St. Edward's,4.0,2018
3155,St. John's,12.0,2018
3156,St. Peter's,5.0,2018
3157,St. Thomas University,2.0,2018
3158,State Fair Community College,2.0,2018
3159,Stephen F. Austin,4.7,2018
3160,Stillman College,2.0,2018
3161,Stony Brook,2.0,2018
3162,Tacoma Community College,2.0,2018
3163,Tallahassee Community College,5.0,2018
3164,Tarleton State,6.0,2018
3165,Temple,2.0,2018
3166,Temple College,4.0,2018
3167,Tennessee State,2.0,2018
3168,Tennessee Tech,8.0,2018
3169,Texas A&M,2.0,2018
3170,Texas A&M–Commerce,11.0,2018
3171,Texas A&M–Corpus Christi,2.0,2018
3172,Texas A&M–Kingsville,6.0,2018
3173,Texas Southern,12.0,2018
3174,Texas Tech,8.7,2018
3175,Texas Wesleyan University,6.0,2018
3176,Texas–Permian Basin,4.0,2018
3177,Texas–Rio Grande Valley,6.0,2018
3178,The Citadel,4.0,2018
3179,Thomas University,2.0,2018
3180,Toledo,2.0,2018
3181,Towson,2.0,2018
3182,Trinity Valley Community College,11.4,2018
3183,Triton College,2.0,2018
3184,Troy,2.5,2018
3185,Tulane,2.0,2018
3186,Tulsa,3.0,2018
3187,Tusculum,2.0,2018
3188,Tyler Junior College,4.0,2018
3189,UAB,4.0,2018
3190,UC Irvine,4.0,2018
3191,UC Riverside,2.0,2018
3192,UC San Diego,6.0,2018
3193,UC Santa Barbara,9.0,2018
3194,UCF,4.0,2018
3195,UNC Asheville,6.0,2018
3196,UNC Pembroke,3.3,2018
3197,UNCG,3.0,2018
3198,UNCW,4.0,2018
3199,USC Aiken,2.0,2018
3200,UT Martin,5.5,2018
3201,UT Tyler,2.0,2018
3202,UTEP,11.2,2018
3203,UTSA,2.5,2018
3204,Union,2.0,2018
3205,University of Antelope Valley,2.0,2018
3206,University of British Columbia,2.0,2018
3207,University of Ottawa,2.0,2018
3208,University of Pikeville,3.0,2018
3209,University of Providence,2.0,2018
3210,University of Saint Francis (IL),2.0,2018
3211,University of Saint Joseph,2.3,2018
3212,University of Science and Arts of Oklahoma,4.3,2018
3213,University of Wisconsin–La Crosse,2.0,2018
3214,University of the Cumberlands,4.0,2018
3215,University of the Fraser Valley,2.0,2018
3216,University of the Virgin Islands,4.0,2018
3217,Upper Iowa,2.0,2018
3218,Utah,2.0,2018
3219,Utah Valley,9.0,2018
3220,VCU,3.3,2018
3221,Valparaiso,8.9,2018
3222,Vanderbilt,4.0,2018
3223,Villanova,2.0,2018
3224,Vincennes University,2.0,2018
3225,Virginia,4.0,2018
3226,Virginia State,6.0,2018
3227,Virginia Union,2.0,2018
3228,Wabash Valley College,4.7,2018
3229,Wake Forest,8.0,2018
3230,Walsh,3.0,2018
3231,Washburn,4.0,2018
3232,Wayne State (MI),4.0,2018
3233,Weatherford College,2.0,2018
3234,West Alabama,4.0,2018
3235,West Chester,2.0,2018
3236,West Florida,4.3,2018
3237,West Georgia,2.0,2018
3238,West Liberty,2.0,2018
3239,West Virginia Wesleyan,2.0,2018
3240,Western Carolina,3.0,2018
3241,Western Kentucky,4.5,2018
3242,Western Nebraska Community College,2.0,2018
3243,Western New Mexico,2.0,2018
3244,Western Oklahoma State College,2.0,2018
3245,Western Oregon,4.0,2018
3246,Westminster,6.0,2018
3247,Westminster College,4.0,2018
3248,Wichita State,2.0,2018
3249,William & Mary,2.0,2018
3250,William Carey University,2.0,2018
3251,William Penn University,7.3,2018
3252,Williston State College,2.0,2018
3253,Wingate,2.0,2018
3254,Winthrop,2.0,2018
3255,Wisconsin,2.5,2018
3256,Wisconsin–Parkside,2.5,2018
3257,Xavier,8.0,2018
3258,Xavier University of Louisiana,2.0,2018
3259,York College,2.0,2018
3260,Young Harris,4.0,2018
3261,Academy of Art,2.0,2019
3262,Adelphi,9.3,2019
3263,Akron,5.0,2019
3264,Alabama,7.6,2019
3265,Alabama A&M,5.0,2019
3266,Alabama State,2.0,2019
