,teamName,stars,year
4506,Genesee Community College,2,2022
4507,George Mason,11,2022
4508,George Washington,14.5,2022
4509,Georgetown,4,2022
4510,Georgetown College,6,2022
4511,Georgia,12,2022
4512,Georgia Highlands College,4,2022
4513,Georgia Southern,2,2022
4514,Georgia Southwestern,2,2022
4515,Georgia State,4,2022
4516,Georgia Tech,4,2022
4517,Georgian Court,2,2022
4518,Gonzaga,3.5,2022
4519,Grambling State,16.8,2022
4520,Grand Valley State,4,2022
4521,Green Bay,6,2022
4522,Gulf Coast State College,8,2022
4523,Hampton,6,2022
4524,Harding,3,2022
4525,Hardin–Simmons University,2,2022
4526,Hartford,6,2022
4527,Hawaii,8.7,2022
4528,Hawaii Pacific,4,2022
4529,Hawaii–Hilo,2,2022
4530,Henderson State,6,2022
4531,Henry Ford College,5,2022
4532,High Point,3,2022
4533,Highland Community College,4,2022
4534,Hill College,2,2022
4535,Hinds Community College,6,2022
4536,Hofstra,12.5,2022
4537,Holy Cross,2,2022
4538,Holy Names,2,2022
4539,Houston,9.5,2022
4540,Houston Baptist,4,2022
4541,Howard,6,2022
4542,Howard College,2,2022
4543,Humboldt State,6,2022
4544,Hutchinson Community College,4,2022
4545,IUPUI,5,2022
4546,Idaho,10,2022
4547,Idaho State,2,2022
4548,Illinois,6,2022
4549,Illinois State,7,2022
4550,Incarnate Word,6,2022
4551,Indian Hills Community College,14,2022
4552,Indian River State College,2,2022
4553,Indiana,14.5,2022
4554,Indiana Institute of Technology,2,2022
4555,Indiana State,8,2022
4556,Indianapolis,4,2022
4557,Iona,9.7,2022
4558,Iowa,2,2022
4559,Iowa State,15,2022
4560,Iowa Western Community College,5,2022
4561,Itawamba Community College,2,2022
4562,Jackson State,12,2022
4563,Jacksonville,17.5,2022
4564,Jacksonville College,2,2022
4565,Jacksonville State,4,2022
4566,James Madison,8,2022
4567,Jefferson,3,2022
4568,John A. Logan College,9,2022
4569,Jones College,2,2022
4570,Kansas,12.7,2022
4571,Kansas City,6.5,2022
4572,Kansas State,12.5,2022
4573,Kaskaskia College,2,2022
4574,Keiser University,4,2022
4575,Kennesaw State,7,2022
4576,Kent State,9,2022
4577,Kentucky,12,2022
4578,Kentucky Wesleyan,4,2022
4579,Kilgore College,2,2022
4580,LIU,6,2022
4581,LSU,13,2022
4582,La Salle,7,2022
4583,Lamar,8.7,2022
4584,Lamar State College–Port Arthur,6,2022
4585,Lander,2,2022
4586,Lane,2,2022
4587,Lane Community College,2,2022
4588,Lansing Community College,3,2022
4589,Lawson State Community College,4,2022
4590,Le Moyne,4,2022
4591,Lenoir–Rhyne,2,2022
4592,Lewis,4,2022
4593,Liberty,2,2022
4594,Life Pacific University,2,2022
4595,Life University,2,2022
4596,Limestone,2,2022
4597,Lincoln (MO),3,2022
4598,Lincoln (PA),2,2022
4599,Lincoln College,2,2022
4600,Lincoln Memorial,2,2022
4601,Lincoln Trail College,2,2022
4602,Lindenwood,4,2022
4603,Lindsey Wilson College,2,2022
4604,Lipscomb,4,2022
4605,Little Rock,2,2022
4606,Livingstone,2,2022
4607,Long Beach State,6.5,2022
4608,Longwood,11,2022
4609,Louisiana,14.7,2022
4610,Louisiana State University at Alexandria,4,2022
4611,Louisiana State University in Shreveport,2,2022
4612,Louisiana Tech,7,2022
4613,Louisiana–Monroe,5,2022
4614,Louisville,9,2022
4615,Lourdes University,2,2022
4616,Loyola Chicago,4,2022
4617,Loyola Marymount,9,2022
4618,Macomb Community College,2,2022
4619,Maine,4,2022
4620,Manhattan,7,2022
4621,Marian University,6,2022
4622,Marist,2,2022
4623,Marquette,10,2022
4624,Mary,4,2022
4625,Maryland,16.5,2022
4626,Maryland Eastern Shore,2,2022
4627,Massachusetts,12,2022
4628,McMaster University,2,2022
4629,McNeese State,14,2022
4630,McPherson College,2,2022
4631,Memphis,11,2022
4632,Mercer,3.5,2022
4633,Mercy,2,2022
4634,Merrimack,3,2022
4635,Metro State,2,2022
4636,Miami,6,2022
4637,Miami (OH),2,2022
4638,Miami Dade College,2,2022
4639,Michigan,2,2022
4640,Michigan State,6,2022
4641,Middle Tennessee,2,2022
4642,Miles,4,2022
4643,Milwaukee,6,2022
4644,Mineral Area College,2,2022
4645,Minnesota,17,2022
4646,Minnesota State—Moorhead,2,2022
4647,Minnesota–Crookston,2,2022
4648,Mississippi College,2,2022
4649,Mississippi State,14.7,2022
4650,Mississippi Valley State,3,2022
4651,Missouri,10,2022
4652,Missouri S&T,4,2022
4653,Missouri Southern,6,2022
4654,Missouri State,4,2022
4655,Missouri State University–West Plains,2,2022
4656,Missouri Western,2,2022
4657,Missouri–St. Louis,2,2022
4658,Moberly Area Community College,11,2022
4659,Monmouth,4,2022
4660,Montana,2,2022
4661,Montana State,4,2022
4662,Montana State Billings,4,2022
4663,Montana Technological University,2,2022
4664,Montevallo,6,2022
4665,Morehead State,6,2022
4666,Morehouse,8,2022
4667,Morgan State,11,2022
4668,Morris College,2,2022
4669,Mount Marty College,2,2022
4670,Mount St. Mary's,4,2022
4671,Mount Vernon Nazarene University,2,2022
4672,Murray State,9,2022
4673,NC State,8,2022
4674,NJIT,4,2022
4675,Navarro College,8,2022
4676,Navy,2,2022
4677,Nebraska,11.3,2022
4678,Nebraska–Kearney,2,2022
4679,Neosho County Community College,2,2022
4680,Nevada,12,2022
4681,New Hampshire,4,2022
4682,New Haven,4,2022
4683,New Mexico,15,2022
4684,New Mexico Highlands,2,2022
4685,New Mexico Junior College,7,2022
4686,New Mexico Military Institute,2,2022
4687,New Mexico State,14,2022
4688,New Orleans,12,2022
4689,Newman,2,2022
4690,Niagara,2,2022
4691,Nicholls State,15.5,2022
4692,Nichols College,2,2022
4693,Norfolk State,8,2022
4694,North Carolina,10,2022
4695,North Carolina A&T,13.7,2022
4696,North Carolina Central,13,2022
4697,North Central College,2,2022
4698,North Dakota,2,2022
4699,North Dakota State,2,2022
4700,North Florida,2,2022
4701,North Georgia,2,2022
4702,North Greenville,2,2022
4703,North Idaho College,2,2022
4704,North Texas,5.7,2022
4705,Northeastern,8.3,2022
4706,Northeastern Oklahoma A&M College,6,2022
4707,Northeastern State,7,2022
4708,Northern Arizona,12,2022
4709,Northern Colorado,4,2022
4710,Northern Illinois,10,2022
4711,Northern Kentucky,4,2022
4712,Northern Michigan,2,2022
4713,Northern State,5,2022
4714,Northwest Florida State College,8,2022
4715,Northwestern,2,2022
4716,Northwestern Oklahoma State,8,2022
4717,Northwood,2,2022
4718,Notre Dame,2,2022
4719,Oakland,5.3,2022
4720,Odessa College,2,2022
4721,Ohio,4,2022
4722,Ohio State,10.3,2022
4723,Oklahoma,12.3,2022
4724,Oklahoma Baptist,3,2022
4725,Oklahoma Christian,2,2022
4726,Oklahoma State,18,2022
4727,Old Dominion,6.7,2022
4728,Ole Miss,9,2022
4729,Omaha,6,2022
4730,Oral Roberts,6,2022
4731,Oregon,8.7,2022
4732,Oregon Institute of Technology,2,2022
4733,Oregon State,13,2022
4734,Otero Junior College,2,2022
4735,Ottawa University of Arizona,2,2022
4736,Our Lady of the Lake University,5.7,2022
4737,Pace,4,2022
4738,Pacific,11.7,2022
4739,Palm Beach Atlantic,2,2022
4740,Panola College,4,2022
4741,Paul Quinn College,4,2022
4742,Pearl River Community College,2,2022
4743,Penn State,11,2022
4744,Pensacola State College,10,2022
4745,Pepperdine,5,2022
4746,Pima Community College,2,2022
4747,Pittsburg State,2,2022
4748,Pittsburgh,7,2022
4749,Point Loma Nazarene,2,2022
4750,Polk State College,8,2022
4751,Portland,14.7,2022
4752,Portland State,14,2022
4753,Post,2,2022
4754,Prairie View A&M,12,2022
4755,Pratt Community College,2,2022
4756,Presbyterian,2,2022
4757,Providence,7.3,2022
4758,Purdue Fort Wayne,6,2022
4759,Purdue Northwest,4,2022
4760,Queens (NC),2,2022
4761,Quincy,4,2022
4762,Quinnipiac,3,2022
4763,Radford,7,2022
4764,Regina University,2,2022
4765,Regis,2,2022
4766,Rhode Island,3,2022
4767,Rice,4,2022
4768,Rider,8.5,2022
4769,Robert Morris,16,2022
4770,Rockhurst,4,2022
4771,Rocky Mountain College,2,2022
4772,Rogers State,4,2022
4773,Rutgers,6,2022
4774,SIUE,2,2022
4775,SMU,14.2,2022
4776,Sacramento State,8,2022
4777,Sacred Heart,2,2022
4778,Saddleback College,2,2022
4779,Saginaw Valley State,2,2022
4780,Saint Joseph's,6,2022
4781,Saint Louis,8,2022
4782,Saint Martin's,4,2022
4783,Saint Rose,2,2022
4784,Salem,2,2022
4785,Salt Lake Community College,16,2022
4786,Sam Houston State,5.7,2022
4787,Samford,12,2022
4788,San Diego,10.7,2022
4789,San Diego Christian College,2,2022
4790,San Diego City College,2,2022
4791,San Diego State,12,2022
4792,San Francisco,10,2022
4793,San José State,13.5,2022
4794,Santa Clara,6,2022
4795,Santa Monica College,2,2022
4796,Scottsdale Community College,4,2022
4797,Seattle,4,2022
4798,Seton Hall,10,2022
4799,Shawnee State University,4,2022
4800,Shelton State Community College,8,2022
4801,Siena,17,2022
4802,Simon Fraser,2,2022
4803,Simpson University,2,2022
4804,Sioux Falls,2,2022
4805,Skyline College,2,2022
4806,Slippery Rock,3,2022
4807,Snow College,6,2022
4808,South Alabama,22.2,2022
4809,South Carolina,15,2022
4810,South Carolina State,2,2022
4811,South Dakota,2,2022
4812,South Florida,18.5,2022
4813,South Georgia Technical College,2,2022
4814,South Plains College,14,2022
4815,Southeast Missouri State,2,2022
4816,Southeastern Louisiana,8,2022
4817,Southeastern University,4,2022
4818,Southern,10,2022
4819,Southern Illinois,3,2022
4820,Southern Indiana,6,2022
4821,Southern Miss,4,2022
4822,Southern Nazarene,4,2022
4823,Southern New Hampshire,3,2022
4824,Southern Utah,4,2022
4825,Spring Hill,2,2022
4826,St. Bonaventure,5,2022
4827,St. Edward's,6,2022
4828,St. Francis Brooklyn,10,2022
4829,St. Francis Xavier University,2,2022
4830,St. John's,12.7,2022
4831,St. Lawrence University,4,2022
4832,St. Mary's (TX),4,2022
4833,St. Peter's,4,2022
4834,St. Thomas,8,2022
4835,St. Thomas Aquinas,2,2022
4836,St. Thomas University,2,2022
4837,State Fair Community College,2,2022
4838,State University of New York at Fredonia,2,2022
4839,Staten Island,2,2022
4840,Stephen F. Austin,9,2022
4841,Stony Brook,6,2022
4842,Syracuse,12,2022
4843,TCU,26.5,2022
4844,Talladega College,4,2022
4845,Tallahassee Community College,10,2022
4846,Tarleton State,2,2022
4847,Temple,2,2022
4848,Tennessee,4,2022
4849,Tennessee State,18,2022
4850,Tennessee Tech,12,2022
4851,Texas,25,2022
4852,Texas A&M,18.7,2022
4853,Texas A&M International,12.5,2022
4854,Texas A&M University–Texarkana,2,2022
4855,Texas A&M–Commerce,5,2022
4856,Texas A&M–Corpus Christi,4,2022
4857,Texas A&M–Kingsville,4,2022
4858,Texas Southern,12.5,2022
4859,Texas State,2,2022
4860,Texas Tech,15.7,2022
4861,Texas Wesleyan University,5,2022
4862,Texas–Permian Basin,9.5,2022
4863,Texas–Rio Grande Valley,6,2022
4864,The Citadel,2,2022
4865,Thomas More University,2,2022
4866,Three Rivers College,2,2022
4867,Toledo,2,2022
4868,Tougaloo College,2,2022
4869,Towson,8,2022
4870,Trevecca Nazarene,2,2022
4871,Trinity International University,2,2022
4872,Trinity University,2,2022
4873,Triton College,4,2022
4874,Troy,7,2022
4875,Tulane,13,2022
4876,Tulsa,6.7,2022
4877,Tusculum,2,2022
4878,Tuskegee,2,2022
4879,UAB,16.6,2022
4880,UC Davis,2,2022
4881,UC Irvine,2,2022
4882,UC Riverside,7,2022
4883,UC San Diego,8,2022
4884,UC Santa Barbara,4,2022
4885,UCF,2,2022
4886,UCLA,3,2022
4887,UIC,10,2022
4888,UMBC,8.3,2022
4889,UMass Lowell,11,2022
4890,UNC Asheville,6,2022
4891,UNC Pembroke,2,2022
4892,UNCG,9,2022
4893,UNCW,11.7,2022
4894,UNLV,21.7,2022
4895,USC,4,2022
4896,USC Aiken,8,2022
4897,USC Upstate,4,2022
4898,UT Arlington,4,2022
4899,UT Martin,14,2022
4900,UT Tyler,8,2022
4901,UTEP,7.7,2022
4902,UTSA,3,2022
4903,Union,2,2022
4904,Union College,4,2022
4905,University of British Columbia Okanagan,2,2022
4906,University of Mary Hardin–Baylor,2,2022
4907,University of Pikeville,2,2022
4908,University of Science and Arts of Oklahoma,2,2022
4909,University of the Fraser Valley,2,2022
4910,Utah,15,2022
4911,Utah State,12,2022
4912,Utah State University Eastern,2,2022
4913,Utah Valley,7.3,2022
4914,VCU,5,2022
4915,Valdosta State,2,2022
4916,Valparaiso,11.7,2022
4917,Vanderbilt,10,2022
4918,Vanguard University of Southern California,4,2022
4919,Vermont,4,2022
4920,Victoria College,2,2022
4921,Virginia,6,2022
4922,Virginia State,6.5,2022
4923,Virginia Tech,6,2022
4924,Virginia Union,2,2022
4925,Virginia–Wise,2,2022
4926,Wabash Valley College,2,2022
4927,Wagner,4,2022
4928,Wake Forest,13,2022
4929,Wallace State Community College,7,2022
4930,Washburn,2,2022
4931,Washington,13,2022
4932,Washington State,6,2022
4933,Wayne State (MI),2,2022
4934,Weber State,7.7,2022
4935,West Chester,2,2022
4936,West Florida,2,2022
4937,West Texas A&M,6,2022
4938,West Virginia,7,2022
4939,West Virginia State,4,2022
4940,Western Carolina,6.7,2022
4941,Western Colorado,2,2022
4942,Western Illinois,8,2022
4943,Western Kentucky,8.3,2022
4944,Western Michigan,8,2022
4945,Western New Mexico,6,2022
4946,Western Texas College,6,2022
4947,Westminster,2,2022
4948,Westmont College,6,2022
4949,Wichita State,4,2022
4950,Wiley College,2,2022
4951,William & Mary,2,2022
4952,William Jewell,2,2022
4953,William Penn University,2,2022
4954,Winthrop,10.7,2022
4955,Wisconsin,6.7,2022
4956,Wisconsin–Parkside,2,2022
4957,Wright State,4,2022
4958,Wyoming,2,2022
4959,Xavier,7,2022
4960,Yakima Valley College,2,2022
4961,Yeshiva University,2,2022
4962,York College,2,2022
4963,Young Harris,6,2022
4964,Youngstown State,8,2022
