,teamName,stars,year
1808,Bellarmine,2,2017
1809,Belmont Abbey,2,2017
1810,Benedict,2,2017
1811,Benedictine College,2.3,2017
1812,Bethune–Cookman,2,2017
1813,Big Bend Community College,2,2017
1814,Binghamton,2,2017
1815,Blinn College,2,2017
1816,Bloomsburg,2,2017
1817,Bossier Parish Community College,2,2017
1818,Boston College,6,2017
1819,Bowie State,6,2017
1820,Brigham Young,4,2017
1821,Brock University,2,2017
1822,Broward College,2,2017
1823,Butler,5,2017
1824,Cal Poly Pomona,2,2017
1825,Cal State Bakersfield,2.3,2017
1826,Cal State Dominguez Hills,6,2017
1827,Cal State East Bay,4,2017
1828,Cal State Fullerton,7.7,2017
1829,Cal State Los Angeles,5.7,2017
1830,Cal State Monterey Bay,4,2017
1831,Cal State Northridge,7.9,2017
1832,Cal State San Marcos,8.3,2017
1833,California,6.7,2017
1834,California (PA),6,2017
1835,California Baptist,6,2017
1836,California Lutheran University,2,2017
1837,Campbellsville University,5,2017
1838,Cape Fear Community College,8.3,2017
1839,Carleton University,3,2017
1840,Casper College,6,2017
1841,Catawba,2,2017
1842,Central Connecticut State,2,2017
1843,Central Missouri,2,2017
1844,Central Oklahoma,3,2017
1845,Central State,2,2017
1846,Chaminade,2,2017
1847,Charleston,8,2017
1848,Charlotte,2.7,2017
1849,Chattanooga,6.4,2017
1850,Chestnut Hill,2,2017
1851,Chicago State,5,2017
1852,Chico State,2,2017
1853,Chipola College,9.5,2017
1854,Cincinnati,4,2017
1855,Cincinnati State Community College,2,2017
1856,City College of San Francisco,3,2017
1857,Clark Atlanta,2,2017
1858,Clemson,6,2017
1859,Cleveland State,2,2017
1860,Cloud County Community College,2,2017
1861,Coffeyville Community College,2,2017
1862,College of Central Florida,2,2017
1863,College of Southern Idaho,5.3,2017
1864,Collin College,2,2017
1865,Colorado,3.7,2017
1866,Colorado Christian,2,2017
1867,Colorado Colorado Springs,2,2017
1868,Colorado Mesa,4,2017
1869,Colorado State,10.3,2017
1870,Concordia (OR),2,2017
1871,Concordia University,2,2017
1872,Connors State College,4,2017
1873,Coppin State,4,2017
1874,Creighton,4,2017
1875,Cumberland University,2,2017
1876,Davenport University,2,2017
1877,Daytona State College,2,2017
1878,DePaul,8.7,2017
1879,Delaware,2,2017
1880,Delta State,2,2017
1881,Detroit Mercy,4.3,2017
1882,Diablo Valley College,3.7,2017
1883,Dillard University,3,2017
1884,District of Columbia,2,2017
1885,Dixie State,6.3,2017
1886,Dodge City Community College,6,2017
1887,Dominican (CA),2,2017
1888,Drexel,7,2017
1889,Duquesne,5,2017
1890,ETSU,2,2017
1891,East Carolina,5.4,2017
1892,East Mississippi Community College,2,2017
1893,East Stroudsburg,2,2017
1894,Eastern Kentucky,4.7,2017
1895,Eastern Michigan,9,2017
1896,Edinboro,4,2017
1897,El Camino College Compton Center,4.5,2017
1898,Fairleigh Dickinson,2,2017
1899,Faulkner University,4,2017
1900,Fayetteville State,4,2017
1901,Felician,2,2017
1902,Ferris State,5,2017
1903,Florida,5.3,2017
1904,Florida Atlantic,4,2017
1905,Florida Gulf Coast,4.7,2017
1906,Florida International,2,2017
1907,Florida Memorial University,2,2017
1908,Florida National University,2,2017
1909,Florida SouthWestern State College,5.7,2017
1910,Florida Southern,3,2017
1911,Florida Tech,2,2017
1912,Fordham,3,2017
1913,Fort Hays State,4,2017
1914,Fort Valley State,2,2017
1915,Francis Marion,3,2017
1916,GCU,4.7,2017
1917,Gannon,2,2017
1918,Garden City Community College,4,2017
1919,George Washington,2,2017
1920,Georgetown,2,2017
1921,Georgia,2,2017
1922,Georgia College,2,2017
1923,Georgia Highlands College,8,2017
1924,Georgia Southern,2,2017
1925,Georgia Southwestern,2,2017
1926,Georgia State,5.7,2017
1927,Georgia Tech,4.7,2017
1928,Goldey–Beacom,2,2017
1929,Gonzaga,3.3,2017
1930,Grambling State,3,2017
1931,Gulf Coast State College,2,2017
1932,Hampden–Sydney College,2,2017
1933,Hampton,9.7,2017
1934,Harcum College,6,2017
1935,Harding,2,2017
1936,Harford Community College,2,2017
1937,Hawaii,3,2017
1938,Hawaii Pacific,2,2017
1939,Hawaii–Hilo,2,2017
1940,Henderson State,4.3,2017
1941,Hesston College,2,2017
1942,High Point,6,2017
1943,Hill College,2,2017
1944,Hillsborough Community College,2,2017
1945,Hillsdale,2,2017
1946,Hinds Community College,2,2017
1947,Hope International University,2,2017
1948,Houston Baptist,2,2017
1949,Howard College,9,2017
1950,Humboldt State,2,2017
1951,Hutchinson Community College,2,2017
1952,IUPUI,4.3,2017
1953,Idaho State,2,2017
1954,Illinois,2,2017
1955,Illinois State,4.7,2017
1956,Indian Hills Community College,18.5,2017
1957,Indian River State College,4,2017
1958,Indiana (PA),2,2017
1959,Indiana University Southeast,2,2017
1960,Indiana Wesleyan University,2.5,2017
1961,Indianapolis,8,2017
1962,Iona,8.3,2017
1963,Iowa State,7,2017
1964,Iowa Wesleyan University,4,2017
1965,Iowa Western Community College,8.5,2017
1966,Itawamba Community College,2,2017
1967,Jackson State,4,2017
1968,Jacksonville,2,2017
1969,James Madison,4,2017
1970,Jamestown Community College,2,2017
1971,Jefferson,5.7,2017
1972,John A. Logan College,5,2017
1973,Kansas,7,2017
1974,Kansas City,2,2017
1975,Kennesaw State,2,2017
1976,Kent State,4,2017
1977,Kentucky Wesleyan,8.5,2017
1978,LSU,2,2017
1979,La Salle,4,2017
1980,Lamar,2,2017
1981,Las Positas College,2,2017
1982,Laval University,2,2017
1983,Lawson State Community College,2,2017
1984,Le Moyne,2,2017
1985,Lee,2.5,2017
1986,Lee College,2,2017
1987,Lehigh,3,2017
1988,Lenoir–Rhyne,2,2017
1989,Lewis–Clark State College,2,2017
1990,Liberty,4,2017
1991,Life University,2,2017
1992,Lincoln (PA),2.3,2017
1993,Lincoln Memorial,3.3,2017
1994,Lindenwood,2,2017
1995,Lindenwood University–Belleville,6,2017
1996,Lipscomb,2,2017
1997,Longwood,2,2017
1998,Los Angeles Pierce College,2,2017
1999,Louisburg College,2,2017
2000,Louisiana,10.8,2017
2001,Louisiana State University at Alexandria,4,2017
2002,Louisiana State University in Shreveport,6,2017
2003,Louisville,4,2017
2004,Loyola Chicago,2.5,2017
2005,Loyola Marymount,8.7,2017
2006,Lynchburg College,2,2017
2007,Lynn,3,2017
2008,Maine,3,2017
2009,Malone,2,2017
2010,Mansfield,4.7,2017
2011,Marist,2,2017
2012,Marquette,4,2017
2013,Marshall,4,2017
2014,Martin Methodist College,2,2017
2015,Mary,2,2017
2016,Maryland,2,2017
2017,Maryville,7,2017
2018,McLennan Community College,4,2017
2019,Memphis,5,2017
2020,Menlo College,2,2017
2021,Mercer,2,2017
2022,Mercyhurst,4,2017
2023,Metro State,2,2017
2024,Michigan,4,2017
2025,Michigan State,3,2017
2026,Mid-America Christian University,2,2017
2027,Midland College,12,2017
2028,Midwestern State,8.5,2017
2029,Milwaukee,2,2017
2030,Mineral Area College,2,2017
2031,Minnesota,2,2017
2032,Minnesota State,6,2017
2033,Minnesota State—Moorhead,2,2017
2034,MiraCoste College,2,2017
2035,Mississippi College,2,2017
2036,Mississippi Valley State,2,2017
2037,Missouri,3.7,2017
2038,Missouri S&T,4,2017
2039,Missouri Southern,6,2017
2040,Moberly Area Community College,9,2017
2041,Montana,5.3,2017
2042,Montana State,4,2017
2043,Morningside College,2,2017
2044,Motlow State Community College,4,2017
2045,Mount Olive,2,2017
2046,Mount Vernon Nazarene University,2,2017
2047,Murray State,2,2017
2048,NC State,2,2017
2049,NYIT,2,2017
2050,Navarro College,3.5,2017
2051,Nebraska,3.7,2017
2052,Neosho County Community College,2,2017
2053,Nevada,14.7,2017
2054,New Haven,2,2017
2055,New Mexico Highlands,4,2017
2056,New Mexico Junior College,5,2017
2057,New Mexico Military Institute,2,2017
2058,New Mexico State,4,2017
2059,Newman,6.7,2017
2060,Niagara,2,2017
2061,Nicholls State,8.7,2017
2062,Norfolk State,4,2017
2063,North Alabama,2,2017
2064,North Carolina A&T,8,2017
2065,North Carolina Central,8,2017
2066,North Dakota,3,2017
2067,North Dakota State,2,2017
2068,North Florida,2.5,2017
2069,North Georgia,2,2017
2070,North Texas,8.3,2017
2071,Northeast Community College,2,2017
2072,Northeastern,6,2017
2073,Northeastern State,2,2017
2074,Northern Colorado,2.3,2017
2075,Northern Illinois,2,2017
2076,Northern Iowa,4,2017
2077,Northern State,4,2017
2078,Northwest Christian University,2.3,2017
2079,Northwest Florida State College,5.7,2017
2080,Northwest Kansas Technical College,3,2017
2081,Northwest Mississippi Community College,2,2017
2082,Northwest Nazarene,5,2017
2083,Oakland,6,2017
2084,Oakland Community College,3,2017
2085,Odessa College,8,2017
2086,Oglethorpe University,2,2017
2087,Ohio State,2,2017
2088,Oklahoma,4,2017
2089,Oklahoma City University,2,2017
2090,Oklahoma State,2,2017
2091,Ole Miss,5.3,2017
2092,Omaha,2,2017
2093,Oregon,4,2017
2094,Ouachita Baptist,2.7,2017
2095,Pace,2,2017
2096,Pacific,8.4,2017
2097,Palm Beach Atlantic,3,2017
2098,Palm Beach State College,2,2017
2099,Panola College,12,2017
2100,Pearl River Community College,8.5,2017
2101,Peninsula College,2,2017
2102,Penn State,2.7,2017
2103,Pepperdine,4.3,2017
2104,Peru State College,2,2017
2105,Pima Community College,2,2017
2106,Point Loma Nazarene,2,2017
2107,Portland,2,2017
2108,Prairie View A&M,4.7,2017
2109,Purdue,2.3,2017
2110,Quincy,2,2017
2111,Ranger College,2,2017
2112,Richmond,4,2017
2113,Rider,6,2017
2114,Rochester College,4,2017
2115,Rockhurst,2,2017
2116,Rocky Mountain College,4,2017
2117,Rogers State,6,2017
2118,Rutgers,2,2017
2119,SIUE,2,2017
2120,SMU,2,2017
2121,SUNY Sullivan,4,2017
2122,Sacred Heart,2,2017
2123,Saint Leo,4,2017
2124,Saint Louis,10,2017
2125,Saint Martin's,2,2017
2126,Salem,2,2017
2127,Salt Lake Community College,2.5,2017
2128,Sam Houston State,4,2017
2129,Samford,7,2017
2130,San Diego,4.3,2017
2131,San Diego State,5.7,2017
2132,San Francisco State,2,2017
2133,Seattle Pacific,2,2017
2134,Seton Hall,2.7,2017
2135,Shaw,3,2017
2136,Siena,2,2017
2137,South Alabama,2,2017
2138,South Carolina,2,2017
2139,South Carolina State,2,2017
2140,South Dakota State,4.7,2017
2141,South Florida,6,2017
2142,South Georgia State College,2,2017
2143,South Georgia Technical College,2,2017
2144,South Plains College,2,2017
2145,Southeast Missouri State,2,2017
2146,Southeastern Louisiana,2,2017
2147,Southeastern Oklahoma State,2,2017
2148,Southeastern University,6,2017
2149,Southern,6,2017
2150,Southern Illinois,2.7,2017
2151,Southern Indiana,2,2017
2152,Southern Miss,6.4,2017
2153,Southern New Hampshire,2,2017
2154,Southern Utah,2,2017
2155,Southern Virginia University,2,2017
2156,Southwest Baptist,4,2017
2157,Southwest Tennessee Community College,2,2017
2158,Southwestern Oklahoma State,4.7,2017
2159,Spartanburg Methodist College,2,2017
2160,Spring Hill,2,2017
2161,St. Bonaventure,5,2017
2162,St. Cloud State,2,2017
2163,St. Edward's,2,2017
2164,St. John's,7.7,2017
2165,St. Mary's (TX),2,2017
2166,St. Petersburg College,4,2017
2167,Stanislaus State,2,2017
2168,State Fair Community College,6,2017
2169,Stevenson University,2,2017
2170,Stonehill,2,2017
2171,Susquehanna University,2,2017
2172,Syracuse,6,2017
2173,TCU,4,2017
2174,Tallahassee Community College,2,2017
2175,Tampa,2,2017
2176,Tarleton State,2,2017
2177,Tennessee,2,2017
2178,Tennessee Tech,4,2017
2179,Texas,4,2017
2180,Texas A&M,2,2017
2181,Texas A&M–Commerce,6,2017
2182,Texas Southern,8,2017
2183,Texas Tech,12.7,2017
2184,Texas Wesleyan University,4,2017
2185,Texas–Permian Basin,2,2017
2186,The Master's College,2,2017
2187,Tiffin,2,2017
2188,Toledo,3.7,2017
2189,Troy,3,2017
2190,Tulane,6.7,2017
2191,Tulsa,2,2017
2192,Tyler Junior College,4,2017
2193,UC Davis,2,2017
2194,UC Irvine,2,2017
2195,UC Riverside,2.7,2017
2196,UC San Diego,2,2017
2197,UCF,13.2,2017
2198,UNC Asheville,2,2017
2199,UNCG,2,2017
2200,UNCW,4.5,2017
2201,UNLV,6.3,2017
2202,USC,8,2017
2203,USC Aiken,10,2017
2204,UTSA,2,2017
2205,Union,2,2017
2206,University of Antelope Valley,2,2017
2207,University of Mobile,2,2017
2208,University of Pikeville,2,2017
2209,University of Saint Francis,2.3,2017
2210,University of Saskatchewan,2,2017
2211,University of Wisconsin–Stevens Point,2,2017
2212,University of Wisconsin–Whitewater,2,2017
2213,Utah,5,2017
2214,Utah State University Eastern,2,2017
2215,Utah Valley,4,2017
2216,VCU,2,2017
2217,Valdosta State,4,2017
2218,Valparaiso,9,2017
2219,Vanderbilt,3,2017
2220,Vermont,2.3,2017
2221,Virginia Tech,2,2017
2222,Virginia Union,4.5,2017
2223,Wabash Valley College,2,2017
2224,Wake Forest,2.3,2017
2225,Wallace State Community College,4,2017
2226,Warner Pacific College,2,2017
2227,Warner University,2,2017
2228,Weber State,4,2017
2229,West Georgia,5,2017
2230,West Liberty,2,2017
2231,West Virginia University Institute of Technology,2.5,2017
2232,West Virginia Wesleyan,4,2017
2233,Western Colorado,2,2017
2234,Western Kentucky,14,2017
2235,Western Oregon,4,2017
2236,Western Texas College,2,2017
2237,Western Washington,2,2017
2238,Westminster,2,2017
2239,Wiley College,2,2017
2240,William & Mary,3,2017
2241,William Jewell,2,2017
2242,William Penn University,13,2017
2243,Williston State College,2,2017
2244,Winston-Salem State,4,2017
2245,Wisconsin–Parkside,4,2017
2246,Worcester Polytechnic Institute,2,2017
2247,Wright State,2,2017
2248,Wyoming,5.3,2017
2249,Xavier,2,2017
2250,Abilene Christian,2,2018
2251,Adelphi,4,2018
2252,Akron,12.1,2018
2253,Alabama,4,2018
2254,Alabama A&M,4,2018
2255,Alaska Anchorage,9,2018
2256,Albany,3,2018
2257,Alderson Broaddus,2,2018
2258,Allan Hancock College,2,2018
2259,Anderson,2,2018
2260,Angelina College,6,2018
2261,Angelo State,8,2018
2262,Appalachian State,7,2018
2263,Arizona,5,2018
2264,Arizona Christian University,2,2018
2265,Arizona State,14.4,2018
2266,Arkansas,2.7,2018
2267,Arkansas Tech,8,2018
2268,Arkansas–Fort Smith,4,2018
2269,Assumption,2,2018
2270,Auburn,3,2018
2271,Augustana,2,2018
2272,Austin Peay,4,2018
2273,Azusa Pacific,4,2018
2274,Babson College,6,2018
2275,Baker University,2,2018
2276,Ball State,6.7,2018
2277,Baltimore City Community College,2,2018
2278,Barry,4,2018
2279,Barton Community College,4,2018
2280,Baylor,4,2018
2281,Bellarmine,4,2018
2282,Benedict,2,2018
2283,Bethune–Cookman,5,2018
2284,Biola,2,2018
2285,Blinn College,12,2018
2286,Bloomsburg,4,2018
2287,Boise State,6.3,2018
2288,Bossier Parish Community College,2,2018
2289,Boston College,3,2018
2290,Brewton–Parker College,2,2018
2291,Bridgeport,2,2018
2292,Brigham Young,2,2018
2293,Bryant,2,2018
2294,Buffalo,4,2018
2295,Butler Community College,4,2018
2296,Cal Poly,2,2018
2297,Cal State Dominguez Hills,4,2018
2298,Cal State East Bay,2,2018
2299,Cal State Los Angeles,6.3,2018
2300,Cal State Monterey Bay,4,2018
2301,Cal State Northridge,3.3,2018
2302,Cal State San Bernardino,2,2018
2303,Cal State San Marcos,6,2018
2304,California,5.3,2018
2305,California (PA),2.7,2018
2306,California Baptist,10.7,2018
2307,Campbellsville University,4,2018
2308,Cape Fear Community College,6.4,2018
2309,Capser College,2,2018
2310,Carleton University,4,2018
2311,Casper College,2,2018
2312,Centenary College,2,2018
2313,Central Michigan,2,2018
2314,Central Missouri,8.5,2018
2315,Central Oklahoma,6,2018
2316,Central Washington,2,2018
2317,Chaminade,4,2018
2318,Charleston,6,2018
2319,Chattanooga,2,2018
2320,Chipola College,4,2018
2321,Citrus College,4,2018
2322,City College of San Francisco,2,2018
2323,Claflin,2,2018
2324,Clarendon College,2.3,2018
2325,Clark Atlanta,4,2018
2326,Clayton State,2,2018
2327,Clemson,4,2018
2328,Cleveland State,5,2018
2329,Cleveland State Community College,2,2018
2330,Coastal Alabama Community College,2,2018
2331,Coffeyville Community College,2,2018
2332,Colby Community College,2,2018
2333,College of Central Florida,6,2018
2334,College of Southern Idaho,2,2018
2335,Collin College,2,2018
2336,Colorado Colorado Springs,3,2018
2337,Colorado School of Mines,2,2018
2338,Colorado State,2,2018
2339,Colorado State–Pueblo,2,2018
2340,Columbia State Community College,2,2018
2341,Columbus State,2,2018
2342,Concordia St. Paul,2,2018
2343,Connecticut,7,2018
2344,Connors State College,4,2018
2345,Coppin State,4,2018
2346,Creighton,7.5,2018
2347,Cumberland University,2,2018
2348,Daemen,2,2018
2349,Davenport,4,2018
2350,Daytona State College,4,2018
2351,DePaul,6,2018
2352,Delaware,2.5,2018
2353,Delgado Community College,2,2018
2354,Detroit Mercy,3.3,2018
2355,Diablo Valley College,2,2018
2356,Dixie State,4,2018
2357,Doane University,2,2018
2358,Drexel,2,2018
2359,Duquesne,14,2018
2360,ETSU,4,2018
2361,East Carolina,4,2018
2362,East Los Angeles College,5,2018
2363,East Mississippi Community College,2,2018
2364,East Texas Baptist University,2,2018
2365,Eastern Florida State College,4.5,2018
2366,Eastern Oregon University,2,2018
2367,Eastern Washington,4.3,2018
2368,Eckerd,2,2018
2369,Edinboro,2,2018
2370,Edmonds Community College,2,2018
2371,Emporia State,6.5,2018
2372,Erskine,2,2018
2373,Fairleigh Dickinson,2,2018
2374,Fairmont State,2,2018
2375,Fayetteville State,2,2018
2376,Ferris State,3,2018
2377,Fisk University,2,2018
2378,Florida,2.3,2018
2379,Florida A&M,4,2018
2380,Florida Gulf Coast,9,2018
2381,Florida International,2.5,2018
2382,Florida National University,2,2018
2383,Florida Southern,2,2018
2384,Fordham,4,2018
2385,Fort Lewis,6,2018
2386,Fort Valley State,4,2018
2387,Freed–Hardeman University,2,2018
2388,Fresno City College,2,2018
2389,Fresno Pacific,2,2018
2390,Fresno State,13.7,2018
2391,Fullerton College,2,2018
2392,GCU,3,2018
2393,Garden City Community College,2,2018
2394,George Mason,3.3,2018
2395,George Washington,10.7,2018
2396,Georgetown,4,2018
2397,Georgetown College,4,2018
2398,Georgia Highlands College,4,2018
2399,Georgia Southern,2,2018
2400,Georgia Southwestern,4,2018
2401,Georgia State,7.3,2018
2402,Georgia Tech,4,2018
2403,Georgian Court,2,2018
2404,Goldey–Beacom,10,2018
2405,Gonzaga,2,2018
2406,Gordon State College,4,2018
2407,Goshen College,2,2018
2408,Grambling State,2,2018
2409,Grand Valley State,4,2018
2410,Green Bay,7,2018
2411,Gulf Coast State College,6,2018
2412,Hampton,2.3,2018
2413,Harcum College,2,2018
2414,Harris–Stowe State University,4,2018
2415,Hawaii Pacific,7.3,2018
2416,Henderson State,2,2018
2417,High Point,3.5,2018
2418,Hill College,2,2018
2419,Hofstra,4,2018
2420,Houston,9,2018
2421,Houston Baptist,2,2018
2422,Howard,3,2018
2423,Howard College,4,2018
2424,Hutchinson Community College,2,2018
2425,IUPUI,7.3,2018
2426,Idaho State,2.3,2018
2427,Illinois,4,2018
2428,Illinois State,5,2018
2429,Independence Community College,3,2018
2430,Indian Hills Community College,11,2018
2431,Indian River State College,6,2018
2432,Indiana (PA),2,2018
2433,Indiana Institute of Technology,2,2018
2434,Indiana State,2,2018
2435,Indiana University East,2,2018
2436,Indiana University Southeast,2,2018
2437,Indiana Wesleyan University,4,2018
2438,Indianapolis,2,2018
2439,Iona,8,2018
2440,Iowa Lakes Community College,2,2018
2441,Iowa State,11,2018
2442,Iowa Western Community College,2,2018
2443,Irvine Valley College,2,2018
2444,Jacksonville,5,2018
2445,Jacksonville College,2,2018
2446,Jacksonville State,7.7,2018
2447,James Madison,2,2018
2448,Jefferson,5,2018
2449,John A. Logan College,2,2018
2450,Kansas,16.3,2018
2451,Kansas City,4,2018
2452,Kansas City Kansas Community College,2,2018
2453,Kansas State,5,2018
2454,Kansas Wesleyan University,2,2018
2455,Keiser University,4,2018
2456,Kent State,9,2018
2457,Kentucky Wesleyan,6,2018
2458,LIU,7.3,2018
2459,LSU,6,2018
2460,La Salle,4,2018
2461,Lake Superior State,2,2018
2462,Lamar,11,2018
2463,Lamar Community College,2,2018
2464,Langston University,8,2018
2465,Las Positas College,2,2018
2466,Le Moyne,2,2018
2467,Lee,4,2018
2468,Lee College,2,2018
2469,Lees–McRae,2,2018
2470,Lewis–Clark State College,2,2018
2471,Liberty,2,2018
2472,Life University,7,2018
2473,Lincoln (MO),2,2018
2474,Lincoln (PA),2,2018
2475,Lincoln College,2,2018
2476,Lincoln Trail College,2,2018
2477,Lipscomb,2.7,2018
2478,Little Rock,7,2018
2479,Livingstone,2,2018
2480,Lone Star College–CyFair,2,2018
2481,Long Beach State,2.3,2018
2482,Longwood,7,2018
2483,Louisiana State University in Shreveport,9.2,2018
2484,Louisiana State University of Alexandria,2,2018
2485,Louisiana–Monroe,2,2018
2486,Louisville,4,2018
2487,Lower Columbia College,2,2018
2488,Loyola Chicago,4,2018
2489,Lubbock Christian,2,2018
2490,Lynn,4,2018
2491,Marian University,2,2018
2492,Marquette,7,2018
2493,Mars Hill,2,2018
2494,Maryland,2,2018
2495,Maryland Eastern Shore,2,2018
2496,Maryville,6,2018
2497,Massachusetts,13.7,2018
2498,McGill University,2,2018
2499,Mercy,2,2018
2500,Mercyhurst,2,2018
2501,Miami,2,2018
2502,Miami Dade College,2,2018
2503,Michigan,3,2018
2504,Michigan State,2,2018
2505,Mid-America Christian University,2,2018
2506,MidAmerica Nazarene University,4,2018
2507,Middle Tennessee,6.3,2018
2508,Midland College,4.7,2018
2509,Midwestern State,8.3,2018
2510,Milwaukee,2,2018
2511,Mineral Area College,7,2018
2512,Minnesota,3,2018
2513,Minnesota State,4.5,2018
2514,Minnesota State—Moorhead,4,2018
2515,Mississippi College,2,2018
2516,Missouri,4.3,2018
2517,Missouri State,4,2018
2518,Missouri State University–West Plains,2,2018
2519,Moberly Area Community College,8.7,2018
2520,Monmouth,2,2018
2521,Montevallo,2,2018
2522,NC State,11.3,2018
2523,Napa Valley College,2,2018
2524,Navarro College,2.7,2018
2525,Nebraska,6.7,2018
2526,Nevada,14.5,2018
2527,New Hampshire,2,2018
2528,New Mexico,10.7,2018
2529,New Mexico Highlands,4,2018
2530,New Mexico Military Institute,4,2018
2531,New Mexico State,6,2018
2532,New Orleans,2,2018
2533,New York University,2,2018
2534,Nicholls State,10,2018
2535,North Alabama,4,2018
2536,North Carolina,4.5,2018
2537,North Carolina A&T,4,2018
2538,North Carolina Central,2,2018
2539,North Dakota,4,2018
2540,North Idaho College,2,2018
2541,North Texas,2,2018
2542,Northeast Community College,2,2018
2543,Northeastern,2,2018
2544,Northeastern Junior College,2,2018
2545,Northeastern State,4,2018
2546,Northern Arizona,4.7,2018
2547,Northern Kentucky,2,2018
2548,Northwest Florida State College,9,2018
2549,Northwest Kansas Technical College,2,2018
2550,Northwest Mississippi Community College,2,2018
2551,Northwest Nazarene,4,2018
2552,Northwestern,3.3,2018
2553,Northwood,2,2018
2554,Notre Dame,4.3,2018
2555,Nova Southeastern,2,2018
2556,Oakland,2,2018
2557,Odessa College,7,2018
2558,Ohio,2,2018
2559,Ohio State,4,2018
2560,Oklahoma Christian,2,2018
2561,Oklahoma City University,2,2018
2562,Oklahoma State,9.3,2018
2563,Old Dominion,8.6,2018
2564,Ole Miss,3.7,2018
2565,Olivet College,4,2018
2566,Olympic College,4,2018
2567,Omaha,2,2018
2568,Oral Roberts,2,2018
2569,Oregon,6,2018
2570,Oregon State,3,2018
2571,Our Lady of the Lake University,2,2018
2572,Pace,4,2018
2573,Pacific,4,2018
2574,Palm Beach State College,8,2018
2575,Panola College,8,2018
2576,Paris Junior College,5,2018
2577,Park University,2,2018
2578,Pearl River Community College,2,2018
2579,Pepperdine,2.7,2018
2580,Peru State College,2.7,2018
2581,Pittsburg State,9,2018
2582,Pittsburgh,7,2018
2583,Portland,2,2018
2584,Portland State,2,2018
2585,Prairie View A&M,8,2018
2586,Purdue Fort Wayne,4.7,2018
2587,Quinnipiac,8.3,2018
2588,Radford,2,2018
2589,Ranger College,4,2018
2590,Rice,7.7,2018
2591,Richard Bland College,2,2018
2592,Richmond,2,2018
2593,Rider,5,2018
2594,Robert Morris,7,2018
2595,Robert Morris University Illinois,2,2018
2596,Rochester College,2,2018
2597,Roger Williams University,2,2018
2598,Rogers State,4,2018
2599,Rowan University,2,2018
2600,Rutgers,2,2018
2601,SMU,7.7,2018
2602,Sacred Heart,2,2018
2603,Saddleback College,2,2018
2604,Saginaw Valley State,4,2018
2605,Saint Anselm,2,2018
2606,Saint Leo,4,2018
2607,Saint Louis,8.3,2018
2608,Saint Martin's,4,2018
2609,Saint Mary's,6.3,2018
2610,Saint Rose,2,2018
2611,Salem,7,2018
2612,Salisbury University,2,2018
2613,Salt Lake Community College,4,2018
2614,Samford,5.5,2018
2615,San Bernardino Valley College,2.7,2018
2616,San Diego State,5,2018
2617,San Francisco State,2.3,2018
2618,San Jacinto College,4,2018
2619,Santa Clara,4,2018
2620,Savannah State,2,2018
2621,Seattle,17,2018
2622,Seattle Pacific,2,2018
2623,Seminole State College,2,2018
2624,Seton Hall,6,2018
2625,Shaw,2,2018
2626,Shippensburg,2,2018
2627,Shorter,4,2018
2628,Sinclair Community College,2,2018
2629,Slippery Rock,2,2018
2630,South Alabama,4,2018
2631,South Carolina,4.7,2018
2632,South Dakota,3,2018
2633,South Dakota School of Mines,2,2018
2634,South Florida,12.7,2018
2635,South Plains College,8.5,2018
2636,Southeast Missouri State,2,2018
2637,Southeastern Louisiana,6,2018
2638,Southeastern Oklahoma State,6,2018
2639,Southeastern University,2,2018
2640,Southern,3,2018
2641,Southern Arkansas University Tech,2,2018
2642,Southern Nazarene,2,2018
2643,Southern Utah,12.7,2018
2644,Southwest Mississippi Community College,2,2018
2645,Southwest Tennessee Community College,4,2018
2646,Southwestern Community College,2,2018
2647,St. Bonaventure,4,2018
2648,St. John's,5.7,2018
2649,St. Mary's College of Maryland,2,2018
2650,St. Thomas Aquinas,4,2018
2651,State Fair Community College,2.3,2018
2652,Syracuse,5.5,2018
2653,TCU,2,2018
2654,Talladega College,4,2018
2655,Tallahassee Community College,14,2018
2656,Tampa,2,2018
2657,Tarleton State,8,2018
2658,Tennessee,2,2018
2659,Tennessee State,5.3,2018
2660,Tennessee Tech,6,2018
2661,Texas,2,2018
2662,Texas A&M,6,2018
2663,Texas A&M–Commerce,9,2018
2664,Texas A&M–Kingsville,2,2018
2665,Texas Lutheran University,2,2018
2666,Texas Southern,9.3,2018
2667,Texas State,2,2018
2668,Texas Wesleyan University,6,2018
2669,Texas–Permian Basin,4.3,2018
2670,Texas–Rio Grande Valley,2,2018
2671,The Master's University,2,2018
2672,Thomas University,2,2018
2673,Three Rivers College,2,2018
2674,Toledo,5,2018
2675,Towson,2,2018
2676,Transylvania University,2,2018
2677,Trevecca Nazarene,2,2018
2678,Trinity Valley Community College,8.2,2018
2679,Tufts University,2,2018
2680,Tulsa,2.7,2018
2681,Tusculum,2,2018
2682,Tyler Junior College,9.3,2018
2683,UC Davis,4,2018
2684,UC San Diego,2,2018
2685,UC Santa Barbara,8,2018
2686,UCF,2.5,2018
2687,UMBC,3,2018
2688,UMass Lowell,2,2018
2689,UNC Asheville,2,2018
2690,UNCG,2.7,2018
2691,UNCW,2,2018
2692,UNLV,5.3,2018
2693,UT Arlington,6.5,2018
2694,UT Martin,8,2018
2695,UTEP,4.3,2018
2696,UTSA,5.3,2018
2697,Union College,4.7,2018
2698,University of Mary Washington,2,2018
