teamName,year,seed_points,results
Akron,2015,0,NIT
Hawaii,2015,0,NIT
New Mexico St.,2015,2,R64
Northeastern,2015,3,R64
California,2015,0,NIT
Wofford,2015,5,R64
Nebraska,2015,0,NIT
Cleveland St.,2015,0,NIT
Washington,2015,0,NIT
Iona,2015,0,NIT
Portland,2015,0,NIT
Northwestern,2015,0,NIT
UC Davis,2015,0,NIT
San Francisco,2015,0,NIT
Evansville,2015,0,NIT
North Carolina Central,2015,0,NIT
Bowling Green,2015,0,NIT
Utah St.,2015,0,NIT
Wyoming,2015,5,R64
William & Mary,2015,0,NIT
Hofstra,2015,0,NIT
St. Bonaventure,2015,0,NIT
Kent St.,2015,0,NIT
Pepperdine,2015,0,NIT
Massachusetts,2015,0,NIT
Auburn,2015,0,NIT
DePaul,2015,0,NIT
Louisiana Lafayette,2015,0,NIT
Long Beach St.,2015,0,NIT
Vermont,2015,0,NIT
Texas Tech,2015,0,NIT
Mississippi St.,2015,0,NIT
Albany,2015,3,R64
UAB,2015,3,R32
Loyola Chicago,2015,0,NIT
Eastern Washington,2015,4,R64
New Mexico,2015,0,NIT
Eastern Michigan,2015,0,NIT
Stony Brook,2015,0,NIT
Belmont,2015,2,R64
Eastern Kentucky,2015,0,NIT
Cal Poly,2015,0,NIT
Coastal Carolina,2015,1,R64
Morehead St.,2015,0,NIT
USC,2015,0,NIT
Princeton,2015,0,NIT
Saint Joseph's,2015,0,NIT
Manhattan,2015,1,R64
Mercer,2015,0,NIT
Santa Clara,2015,0,NIT
UNC Wilmington,2015,0,NIT
Virginia Tech,2015,0,NIT
Georgia Southern,2015,0,NIT
Columbia,2015,0,NIT
Canisius,2015,0,NIT
Western Michigan,2015,0,NIT
Montana,2015,0,NIT
North Florida,2015,1,R64
Middle Tennessee,2015,0,NIT
North Dakota St.,2015,2,R64
Indiana St.,2015,0,NIT
Quinnipiac,2015,0,NIT
Washington St.,2015,0,NIT
Louisiana Monroe,2015,0,NIT
Rider,2015,0,NIT
Charlotte,2015,0,NIT
Oakland,2015,0,NIT
High Point,2015,0,NIT
Western Kentucky,2015,0,NIT
Tennessee Martin,2015,0,NIT
Winthrop,2015,0,NIT
Chattanooga,2015,0,NIT
USC Upstate,2015,0,NIT
NJIT,2015,0,NIT
Houston,2015,0,NIT
Colgate,2015,0,NIT
Radford,2015,0,NIT
Lehigh,2015,0,NIT
Northern Arizona,2015,0,NIT
Rutgers,2015,0,NIT
Fordham,2015,0,NIT
St. Francis NY,2015,0,NIT
Missouri,2015,0,NIT
UT Arlington,2015,0,NIT
Monmouth,2015,0,NIT
Detroit,2015,0,NIT
Southern Illinois,2015,0,NIT
Robert Morris,2015,1,R64
George Mason,2015,0,NIT
Saint Peter's,2015,0,NIT
Florida Gulf Coast,2015,0,NIT
New Hampshire,2015,0,NIT
Milwaukee,2015,0,NIT
IPFW,2015,0,NIT
Northern Illinois,2015,0,NIT
Fresno St.,2015,0,NIT
Oral Roberts,2015,0,NIT
East Tennessee St.,2015,0,NIT
Charleston Southern,2015,0,NIT
Dartmouth,2015,0,NIT
Rice,2015,0,NIT
Texas A&M Corpus Chris,2015,0,NIT
Southeast Missouri St.,2015,0,NIT
Denver,2015,0,NIT
Bucknell,2015,0,NIT
Pacific,2015,0,NIT
East Carolina,2015,0,NIT
St. Francis PA,2015,0,NIT
American,2015,0,NIT
Western Carolina,2015,0,NIT
Lafayette,2015,1,R64
UC Riverside,2015,0,NIT
Tulane,2015,0,NIT
UTSA,2015,0,NIT
James Madison,2015,0,NIT
Duquesne,2015,0,NIT
Gardner Webb,2015,0,NIT
North Texas,2015,0,NIT
Cornell,2015,0,NIT
Sacramento St.,2015,0,NIT
Air Force,2015,0,NIT
Arkansas Little Rock,2015,0,NIT
Norfolk St.,2015,0,NIT
Seattle,2015,0,NIT
Boston University,2015,0,NIT
South Dakota,2015,0,NIT
Texas St.,2015,0,NIT
Ohio,2015,0,NIT
Idaho,2015,0,NIT
Miami OH,2015,0,NIT
Drexel,2015,0,NIT
Northwestern St.,2015,0,NIT
Texas Southern,2015,2,R64
Maryland Eastern Shore,2015,0,NIT
Northern Kentucky,2015,0,NIT
Mount St. Mary's,2015,0,NIT
Holy Cross,2015,0,NIT
Bryant,2015,0,NIT
Drake,2015,0,NIT
Bradley,2015,0,NIT
Brown,2015,0,NIT
Portland St.,2015,0,NIT
UNC Asheville,2015,0,NIT
Siena,2015,0,NIT
Cal St. Bakersfield,2015,0,NIT
Weber St.,2015,0,NIT
Wright St.,2015,0,NIT
Eastern Illinois,2015,0,NIT
Navy,2015,0,NIT
Incarnate Word,2015,0,NIT
UNC Greensboro,2015,0,NIT
Marshall,2015,0,NIT
Northern Colorado,2015,0,NIT
Loyola Marymount,2015,0,NIT
Nebraska Omaha,2015,0,NIT
Tennessee Tech,2015,0,NIT
Ball St.,2015,0,NIT
Hampton,2015,1,R64
Missouri St.,2015,0,NIT
SIU Edwardsville,2015,0,NIT
Cal St. Northridge,2015,0,NIT
Delaware,2015,0,NIT
UCF,2015,0,NIT
Youngstown St.,2015,0,NIT
Towson,2015,0,NIT
Sacred Heart,2015,0,NIT
Grand Canyon,2015,0,NIT
South Florida,2015,0,NIT
Army,2015,0,NIT
FIU,2015,0,NIT
Nevada,2015,0,NIT
Saint Louis,2015,0,NIT
Elon,2015,0,NIT
IUPUI,2015,0,NIT
College of Charleston,2015,0,NIT
LIU Brooklyn,2015,0,NIT
South Alabama,2015,0,NIT
Troy,2015,0,NIT
Cal St. Fullerton,2015,0,NIT
Samford,2015,0,NIT
Illinois Chicago,2015,0,NIT
VMI,2015,0,NIT
Penn,2015,0,NIT
Lamar,2015,0,NIT
Hartford,2015,0,NIT
Delaware St.,2015,0,NIT
Howard,2015,0,NIT
Appalachian St.,2015,0,NIT
UMKC,2015,0,NIT
McNeese St.,2015,0,NIT
Niagara,2015,0,NIT
Alabama St.,2015,0,NIT
Florida Atlantic,2015,0,NIT
Fairfield,2015,0,NIT
Prairie View A&M,2015,0,NIT
Furman,2015,0,NIT
Campbell,2015,0,NIT
Southern,2015,0,NIT
Lipscomb,2015,0,NIT
Southern Utah,2015,0,NIT
Loyola MD,2015,0,NIT
Marist,2015,0,NIT
North Dakota,2015,0,NIT
Southeastern Louisiana,2015,0,NIT
Arkansas St.,2015,0,NIT
Montana St.,2015,0,NIT
Longwood,2015,0,NIT
New Orleans,2015,0,NIT
Idaho St.,2015,0,NIT
Wagner,2015,0,NIT
Jacksonville St.,2015,0,NIT
Austin Peay,2015,0,NIT
Southern Miss,2015,0,NIT
Jackson St.,2015,0,NIT
Utah Valley,2015,0,NIT
UMass Lowell,2015,0,NIT
Houston Baptist,2015,0,NIT
Fairleigh Dickinson,2015,0,NIT
Presbyterian,2015,0,NIT
Nicholls St.,2015,0,NIT
The Citadel,2015,0,NIT
Coppin St.,2015,0,NIT
Western Illinois,2015,0,NIT
Binghamton,2015,0,NIT
Jacksonville,2015,0,NIT
Morgan St.,2015,0,NIT
Arkansas Pine Bluff,2015,0,NIT
South Carolina St.,2015,0,NIT
Chicago St.,2015,0,NIT
Bethune Cookman,2015,0,NIT
Tennessee St.,2015,0,NIT
UT Rio Grande Valley,2015,0,NIT
Stetson,2015,0,NIT
Liberty,2015,0,NIT
Central Connecticut,2015,0,NIT
Savannah St.,2015,0,NIT
North Carolina A&T,2015,0,NIT
Alabama A&M,2015,0,NIT
Maine,2015,0,NIT
Abilene Christian,2015,0,NIT
Kennesaw St.,2015,0,NIT
San Jose St.,2015,0,NIT
UMBC,2015,0,NIT
Alcorn St.,2015,0,NIT
Central Arkansas,2015,0,NIT
Mississippi Valley St.,2015,0,NIT
Florida A&M,2015,0,NIT
Grambling St.,2015,0,NIT
Villanova,2016,15,CHMP
Kansas,2016,16,E8
Virginia,2016,16,E8
North Carolina,2016,16,F2
Kentucky,2016,13,R32
Michigan St.,2016,15,R64
West Virginia,2016,14,R64
Oklahoma,2016,15,F4
Wichita St.,2016,6,R32
Purdue,2016,12,R64
Louisville,2016,0,NIT
Gonzaga,2016,6,S16
Xavier,2016,15,R32
Miami FL,2016,14,S16
Indiana,2016,12,S16
Oregon,2016,16,E8
Iowa St.,2016,13,S16
Vanderbilt,2016,6,R64
Texas A&M,2016,14,S16
Duke,2016,13,S16
Arizona,2016,11,R64
Seton Hall,2016,11,R64
California,2016,13,R64
SMU,2016,0,NIT
Baylor,2016,12,R64
Butler,2016,8,R32
Syracuse,2016,7,F4
Iowa,2016,10,R32
Maryland,2016,12,S16
Saint Mary's,2016,0,NIT
VCU,2016,7,R32
Utah,2016,14,R32
Connecticut,2016,8,R32
Florida,2016,0,NIT
Cincinnati,2016,8,R64
Pittsburgh,2016,7,R64
Texas,2016,11,R64
Creighton,2016,0,NIT
Saint Joseph's,2016,9,R32
Wisconsin,2016,10,S16
Valparaiso,2016,0,NIT
George Washington,2016,0,NIT
Georgia Tech,2016,0,NIT
Kansas St.,2016,0,NIT
San Diego St.,2016,0,NIT
USC,2016,9,R64
Notre Dame,2016,11,E8
Clemson,2016,0,NIT
Stephen F. Austin,2016,3,R32
Texas Tech,2016,9,R64
BYU,2016,0,NIT
Yale,2016,5,R32
Michigan,2016,6,R64
Providence,2016,8,R32
Dayton,2016,10,R64
Georgetown,2016,0,NIT
Northern Iowa,2016,6,R32
South Carolina,2016,0,NIT
Colorado,2016,9,R64
Florida St.,2016,0,NIT
Hawaii,2016,4,R32
Princeton,2016,0,NIT
Washington,2016,0,NIT
Georgia,2016,0,NIT
Oregon St.,2016,10,R64
Virginia Tech,2016,0,NIT
UCLA,2016,0,NIT
LSU,2016,0,NIT
Arkansas Little Rock,2016,5,R32
Houston,2016,0,NIT
Northwestern,2016,0,NIT
Arkansas,2016,0,NIT
Marquette,2016,0,NIT
North Carolina St.,2016,0,NIT
Mississippi,2016,0,NIT
Tulsa,2016,6,R64
Memphis,2016,0,NIT
Mississippi St.,2016,0,NIT
Rhode Island,2016,0,NIT
Alabama,2016,0,NIT
South Dakota St.,2016,5,R64
Ohio St.,2016,0,NIT
Temple,2016,7,R64
UC Irvine,2016,0,NIT
Oklahoma St.,2016,0,NIT
Evansville,2016,0,NIT
UC Santa Barbara,2016,0,NIT
William & Mary,2016,0,NIT
Boise St.,2016,0,NIT
Akron,2016,0,NIT
UNC Wilmington,2016,4,R64
St. Bonaventure,2016,0,NIT
Tennessee,2016,0,NIT
Richmond,2016,0,NIT
Nebraska,2016,0,NIT
Arizona St.,2016,0,NIT
Long Beach St.,2016,0,NIT
Cal St. Bakersfield,2016,2,R64
Oakland,2016,0,NIT
Monmouth,2016,0,NIT
Old Dominion,2016,0,NIT
Wake Forest,2016,0,NIT
UT Arlington,2016,0,NIT
James Madison,2016,0,NIT
Hofstra,2016,0,NIT
Iona,2016,3,R64
New Mexico,2016,0,NIT
Stanford,2016,0,NIT
Davidson,2016,0,NIT
Fresno St.,2016,3,R64
New Mexico St.,2016,0,NIT
Columbia,2016,0,NIT
Stony Brook,2016,4,R64
Illinois St.,2016,0,NIT
UNLV,2016,0,NIT
Toledo,2016,0,NIT
Chattanooga,2016,5,R64
Louisiana Monroe,2016,0,NIT
Middle Tennessee,2016,2,R32
Milwaukee,2016,0,NIT
UAB,2016,0,NIT
Utah St.,2016,0,NIT
Belmont,2016,0,NIT
Northeastern,2016,0,NIT
Louisiana Lafayette,2016,0,NIT
Illinois,2016,0,NIT
Ohio,2016,0,NIT
College of Charleston,2016,0,NIT
Wright St.,2016,0,NIT
TCU,2016,0,NIT
Nevada,2016,0,NIT
Duquesne,2016,0,NIT
Pepperdine,2016,0,NIT
Siena,2016,0,NIT
Buffalo,2016,3,R64
Green Bay,2016,3,R64
Albany,2016,0,NIT
Grand Canyon,2016,0,NIT
Southern Illinois,2016,0,NIT
Marshall,2016,0,NIT
Weber St.,2016,2,R64
Colorado St.,2016,0,NIT
Central Michigan,2016,0,NIT
IPFW,2016,0,NIT
Morehead St.,2016,0,NIT
UNC Asheville,2016,2,R64
Penn St.,2016,0,NIT
Murray St.,2016,0,NIT
Vermont,2016,0,NIT
Massachusetts,2016,0,NIT
Fordham,2016,0,NIT
Towson,2016,0,NIT
Montana,2016,0,NIT
Eastern Michigan,2016,0,NIT
Florida Gulf Coast,2016,1,R64
North Florida,2016,0,NIT
North Dakota St.,2016,0,NIT
Wyoming,2016,0,NIT
Western Kentucky,2016,0,NIT
Missouri,2016,0,NIT
Nebraska Omaha,2016,0,NIT
Harvard,2016,0,NIT
Loyola Chicago,2016,0,NIT
Ball St.,2016,0,NIT
Louisiana Tech,2016,0,NIT
Georgia St.,2016,0,NIT
DePaul,2016,0,NIT
Tennessee St.,2016,0,NIT
Elon,2016,0,NIT
Northern Illinois,2016,0,NIT
High Point,2016,0,NIT
Oral Roberts,2016,0,NIT
Coastal Carolina,2016,0,NIT
Lehigh,2016,0,NIT
Detroit,2016,0,NIT
East Tennessee St.,2016,0,NIT
Bucknell,2016,0,NIT
Eastern Washington,2016,0,NIT
Kent St.,2016,0,NIT
Portland,2016,0,NIT
Winthrop,2016,0,NIT
Denver,2016,0,NIT
George Mason,2016,0,NIT
Wagner,2016,0,NIT
East Carolina,2016,0,NIT
North Dakota,2016,0,NIT
Auburn,2016,0,NIT
Indiana St.,2016,0,NIT
Western Michigan,2016,0,NIT
UCF,2016,0,NIT
Wofford,2016,0,NIT
Texas A&M Corpus Chris,2016,0,NIT
Cal Poly,2016,0,NIT
Mercer,2016,0,NIT
Washington St.,2016,0,NIT
Loyola Marymount,2016,0,NIT
Tulane,2016,0,NIT
UTEP,2016,0,NIT
Furman,2016,0,NIT
Minnesota,2016,0,NIT
Eastern Kentucky,2016,0,NIT
Fairfield,2016,0,NIT
Navy,2016,0,NIT
Texas Southern,2016,0,NIT
Pacific,2016,0,NIT
NJIT,2016,0,NIT
Saint Louis,2016,0,NIT
Georgia Southern,2016,0,NIT
San Francisco,2016,0,NIT
Boston College,2016,0,NIT
Tennessee Tech,2016,0,NIT
IUPUI,2016,0,NIT
St. John's,2016,0,NIT
Texas St.,2016,0,NIT
Idaho,2016,0,NIT
Charlotte,2016,0,NIT
Dartmouth,2016,0,NIT
Missouri St.,2016,0,NIT
UNC Greensboro,2016,0,NIT
Montana St.,2016,0,NIT
UC Riverside,2016,0,NIT
FIU,2016,0,NIT
South Dakota,2016,0,NIT
Western Carolina,2016,0,NIT
Tennessee Martin,2016,0,NIT
Austin Peay,2016,1,R64
Boston University,2016,0,NIT
Rider,2016,0,NIT
New Hampshire,2016,0,NIT
Santa Clara,2016,0,NIT
La Salle,2016,0,NIT
UC Davis,2016,0,NIT
Canisius,2016,0,NIT
Sam Houston St.,2016,0,NIT
South Florida,2016,0,NIT
San Jose St.,2016,0,NIT
Gardner Webb,2016,0,NIT
Saint Peter's,2016,0,NIT
Cal St. Northridge,2016,0,NIT
Army,2016,0,NIT
Western Illinois,2016,0,NIT
Bowling Green,2016,0,NIT
Radford,2016,0,NIT
Samford,2016,0,NIT
Cal St. Fullerton,2016,0,NIT
Drexel,2016,0,NIT
Kennesaw St.,2016,0,NIT
Manhattan,2016,0,NIT
Portland St.,2016,0,NIT
Southern,2016,1,R64
Air Force,2016,0,NIT
Jackson St.,2016,0,NIT
Miami OH,2016,0,NIT
Lipscomb,2016,0,NIT
Jacksonville,2016,0,NIT
Norfolk St.,2016,0,NIT
Northern Kentucky,2016,0,NIT
Arkansas St.,2016,0,NIT
Drake,2016,0,NIT
South Alabama,2016,0,NIT
UMKC,2016,0,NIT
San Diego,2016,0,NIT
Penn,2016,0,NIT
Troy,2016,0,NIT
Colgate,2016,0,NIT
Eastern Illinois,2016,0,NIT
Delaware,2016,0,NIT
Hampton,2016,1,R64
Idaho St.,2016,0,NIT
Rutgers,2016,0,NIT
Mount St. Mary's,2016,0,NIT
Brown,2016,0,NIT
Appalachian St.,2016,0,NIT
Stetson,2016,0,NIT
Loyola MD,2016,0,NIT
Rice,2016,0,NIT
Utah Valley,2016,0,NIT
Holy Cross,2016,1,R64
South Carolina St.,2016,0,NIT
North Texas,2016,0,NIT
LIU Brooklyn,2016,0,NIT
Cornell,2016,0,NIT
Incarnate Word,2016,0,NIT
Youngstown St.,2016,0,NIT
Seattle,2016,0,NIT
Sacramento St.,2016,0,NIT
Quinnipiac,2016,0,NIT
Jacksonville St.,2016,0,NIT
Fairleigh Dickinson,2016,1,R64
Cleveland St.,2016,0,NIT
Houston Baptist,2016,0,NIT
Alabama St.,2016,0,NIT
Charleston Southern,2016,0,NIT
Liberty,2016,0,NIT
Bethune Cookman,2016,0,NIT
Florida Atlantic,2016,0,NIT
Campbell,2016,0,NIT
St. Francis PA,2016,0,NIT
St. Francis NY,2016,0,NIT
Morgan St.,2016,0,NIT
North Carolina Central,2016,0,NIT
USC Upstate,2016,0,NIT
Sacred Heart,2016,0,NIT
Binghamton,2016,0,NIT
SIU Edwardsville,2016,0,NIT
Longwood,2016,0,NIT
Hartford,2016,0,NIT
Alcorn St.,2016,0,NIT
Marist,2016,0,NIT
VMI,2016,0,NIT
Lafayette,2016,0,NIT
Maryland Eastern Shore,2016,0,NIT
Alabama A&M,2016,0,NIT
UMass Lowell,2016,0,NIT
Niagara,2016,0,NIT
Southern Miss,2016,0,NIT
Robert Morris,2016,0,NIT
Abilene Christian,2016,0,NIT
Northern Colorado,2016,0,NIT
The Citadel,2016,0,NIT
Southeastern Louisiana,2016,0,NIT
American,2016,0,NIT
Bradley,2016,0,NIT
Northwestern St.,2016,0,NIT
New Orleans,2016,0,NIT
Coppin St.,2016,0,NIT
Nicholls St.,2016,0,NIT
Illinois Chicago,2016,0,NIT
McNeese St.,2016,0,NIT
Central Arkansas,2016,0,NIT
Howard,2016,0,NIT
Savannah St.,2016,0,NIT
Presbyterian,2016,0,NIT
Lamar,2016,0,NIT
UMBC,2016,0,NIT
Southeast Missouri St.,2016,0,NIT
UTSA,2016,0,NIT
North Carolina A&T,2016,0,NIT
Maine,2016,0,NIT
Southern Utah,2016,0,NIT
Prairie View A&M,2016,0,NIT
Bryant,2016,0,NIT
Northern Arizona,2016,0,NIT
UT Rio Grande Valley,2016,0,NIT
Mississippi Valley St.,2016,0,NIT
Chicago St.,2016,0,NIT
Arkansas Pine Bluff,2016,0,NIT
Delaware St.,2016,0,NIT
Central Connecticut,2016,0,NIT
Grambling St.,2016,0,NIT
Florida A&M,2016,0,NIT
Gonzaga,2017,16,F2
North Carolina,2017,16,CHMP
Villanova,2017,16,R32
Florida,2017,13,E8
Kentucky,2017,15,E8
West Virginia,2017,13,S16
Virginia,2017,12,R32
Kansas,2017,16,E8
Louisville,2017,15,R32
Duke,2017,15,R32
SMU,2017,11,R64
Wichita St.,2017,7,R32
Michigan,2017,10,S16
Saint Mary's,2017,10,R32
Oregon,2017,14,F4
Purdue,2017,13,S16
Cincinnati,2017,11,R32
Iowa St.,2017,12,R32
Wisconsin,2017,9,S16
Baylor,2017,14,S16
Oklahoma St.,2017,7,R64
Notre Dame,2017,12,R32
UCLA,2017,14,S16
Arizona,2017,15,S16
South Carolina,2017,10,F4
Butler,2017,13,S16
Florida St.,2017,14,R32
Creighton,2017,11,R64
Vanderbilt,2017,8,R64
Marquette,2017,7,R64
Wake Forest,2017,6,R64
Kansas St.,2017,6,R64
Miami FL,2017,9,R64
Rhode Island,2017,6,R32
Xavier,2017,6,E8
Minnesota,2017,12,R64
Michigan St.,2017,8,R32
TCU,2017,0,NIT
Northwestern,2017,9,R32
Clemson,2017,0,NIT
Illinois St.,2017,0,NIT
Maryland,2017,11,R64
Indiana,2017,0,NIT
Virginia Tech,2017,8,R64
Syracuse,2017,0,NIT
Texas Tech,2017,0,NIT
Middle Tennessee,2017,5,R32
Arkansas,2017,9,R32
Dayton,2017,10,R64
Houston,2017,0,NIT
Providence,2017,6,R64
Seton Hall,2017,8,R64
Utah,2017,0,NIT
Alabama,2017,0,NIT
Tennessee,2017,0,NIT
Texas A&M,2017,0,NIT
Oklahoma,2017,0,NIT
Nevada,2017,5,R64
Princeton,2017,5,R64
VCU,2017,7,R64
UCF,2017,0,NIT
USC,2017,6,R32
Georgia,2017,0,NIT
UNC Wilmington,2017,5,R64
Vermont,2017,4,R64
Ohio St.,2017,0,NIT
California,2017,0,NIT
Iowa,2017,0,NIT
Georgetown,2017,0,NIT
Pittsburgh,2017,0,NIT
Texas,2017,0,NIT
East Tennessee St.,2017,4,R64
San Diego St.,2017,0,NIT
Davidson,2017,0,NIT
Illinois,2017,0,NIT
Mississippi,2017,0,NIT
Georgia Tech,2017,0,NIT
Auburn,2017,0,NIT
Bucknell,2017,4,R64
Colorado,2017,0,NIT
Cal St. Bakersfield,2017,0,NIT
BYU,2017,0,NIT
UT Arlington,2017,0,NIT
Colorado St.,2017,0,NIT
Boise St.,2017,0,NIT
Connecticut,2017,0,NIT
Richmond,2017,0,NIT
Monmouth,2017,0,NIT
San Francisco,2017,0,NIT
Saint Peter's,2017,0,NIT
Fresno St.,2017,0,NIT
Penn St.,2017,0,NIT
St. Bonaventure,2017,0,NIT
New Mexico St.,2017,3,R64
Louisiana Tech,2017,0,NIT
Loyola Chicago,2017,0,NIT
North Carolina St.,2017,0,NIT
Nebraska,2017,0,NIT
Ohio,2017,0,NIT
St. John's,2017,0,NIT
Stanford,2017,0,NIT
Mississippi St.,2017,0,NIT
Akron,2017,0,NIT
Temple,2017,0,NIT
Belmont,2017,0,NIT
Memphis,2017,0,NIT
College of Charleston,2017,0,NIT
Furman,2017,0,NIT
Oakland,2017,0,NIT
Valparaiso,2017,0,NIT
New Mexico,2017,0,NIT
Santa Clara,2017,0,NIT
Florida Gulf Coast,2017,3,R64
Harvard,2017,0,NIT
Chattanooga,2017,0,NIT
Winthrop,2017,4,R64
UC Irvine,2017,0,NIT
Towson,2017,0,NIT
Evansville,2017,0,NIT
Arizona St.,2017,0,NIT
Old Dominion,2017,0,NIT
Toledo,2017,0,NIT
Lehigh,2017,0,NIT
Albany,2017,0,NIT
George Washington,2017,0,NIT
Georgia St.,2017,0,NIT
Iona,2017,3,R64
Missouri St.,2017,0,NIT
Wyoming,2017,0,NIT
UNC Asheville,2017,0,NIT
Rutgers,2017,0,NIT
UNC Greensboro,2017,0,NIT
William & Mary,2017,0,NIT
Grand Canyon,2017,0,NIT
Arkansas St.,2017,0,NIT
George Mason,2017,0,NIT
Utah St.,2017,0,NIT
Boston College,2017,0,NIT
Troy,2017,2,R64
Mercer,2017,0,NIT
La Salle,2017,0,NIT
Buffalo,2017,0,NIT
Elon,2017,0,NIT
Tulsa,2017,0,NIT
Missouri,2017,0,NIT
Wofford,2017,0,NIT
Northern Kentucky,2017,2,R64
Tennessee St.,2017,0,NIT
Kent St.,2017,3,R64
Texas St.,2017,0,NIT
Utah Valley,2017,0,NIT
Marshall,2017,0,NIT
Eastern Michigan,2017,0,NIT
Samford,2017,0,NIT
Louisiana Lafayette,2017,0,NIT
Washington,2017,0,NIT
North Dakota,2017,2,R64
Fort Wayne,2017,0,NIT
Penn,2017,0,NIT
Yale,2017,0,NIT
Jacksonville St.,2017,2,R64
Northern Iowa,2017,0,NIT
North Carolina Central,2017,1,R64
Texas A&M Corpus Chris,2017,0,NIT
Western Michigan,2017,0,NIT
Massachusetts,2017,0,NIT
Lipscomb,2017,0,NIT
South Dakota,2017,0,NIT
Wright St.,2017,0,NIT
DePaul,2017,0,NIT
Washington St.,2017,0,NIT
East Carolina,2017,0,NIT
Loyola Marymount,2017,0,NIT
Siena,2017,0,NIT
Gardner Webb,2017,0,NIT
Ball St.,2017,0,NIT
Saint Joseph's,2017,0,NIT
Southern Illinois,2017,0,NIT
LSU,2017,0,NIT
Rice,2017,0,NIT
Nebraska Omaha,2017,0,NIT
Northeastern,2017,0,NIT
Eastern Washington,2017,0,NIT
South Dakota St.,2017,1,R64
Fordham,2017,0,NIT
New Orleans,2017,1,R64
New Hampshire,2017,0,NIT
North Dakota St.,2017,0,NIT
Weber St.,2017,0,NIT
UAB,2017,0,NIT
Green Bay,2017,0,NIT
Boston University,2017,0,NIT
Georgia Southern,2017,0,NIT
UTEP,2017,0,NIT
Indiana St.,2017,0,NIT
Montana,2017,0,NIT
Hofstra,2017,0,NIT
Canisius,2017,0,NIT
UMBC,2017,0,NIT
